#timestamp qx qy qz qw px py pz
1733911073.291666985 0.163429 -0.322811 0.690486 -0.626348 -228.466751 1165.096558 34.888805
1733911073.299999952 0.163399 -0.323146 0.690422 -0.626255 -228.442276 1165.072388 34.885777
1733911073.308332920 0.164201 -0.322682 0.690034 -0.626711 -228.400803 1165.063232 34.917267
1733911073.316667080 0.163639 -0.322673 0.690374 -0.626489 -228.452209 1165.094604 34.896484
1733911073.325000048 0.163466 -0.322675 0.690497 -0.626397 -228.471817 1165.102539 34.890934
1733911073.333333015 0.163410 -0.323113 0.690455 -0.626232 -228.448456 1165.072754 34.886536
1733911073.341666937 0.163418 -0.322806 0.690478 -0.626364 -228.465820 1165.094360 34.886757
1733911073.349999905 0.163418 -0.322721 0.690498 -0.626385 -228.474091 1165.101074 34.887730
1733911073.358333111 0.163412 -0.323138 0.690448 -0.626227 -228.450958 1165.072632 34.886238
1733911073.366667032 0.163425 -0.322798 0.690485 -0.626358 -228.467957 1165.096802 34.888618
1733911073.375000000 0.163404 -0.323144 0.690432 -0.626244 -228.448273 1165.073364 34.885460
1733911073.383332968 0.163425 -0.323224 0.690410 -0.626221 -228.439392 1165.066040 34.885201
1733911073.391666889 0.163419 -0.323247 0.690415 -0.626205 -228.439957 1165.062378 34.884850
1733911073.400000095 0.163409 -0.323264 0.690399 -0.626216 -228.438553 1165.065063 34.884678
1733911073.408333063 0.163411 -0.323253 0.690409 -0.626211 -228.438873 1165.064819 34.886654
1733911073.416666985 0.163407 -0.323253 0.690404 -0.626218 -228.438034 1165.064087 34.885632
1733911073.424999952 0.163437 -0.322823 0.690468 -0.626361 -228.463470 1165.094482 34.887672
1733911073.433332920 0.163433 -0.322689 0.690503 -0.626392 -228.471344 1165.104614 34.890244
1733911073.441667080 0.163400 -0.323094 0.690435 -0.626266 -228.445084 1165.073608 34.888226
1733911073.450000048 0.163442 -0.322782 0.690476 -0.626372 -228.463058 1165.093872 34.890377
1733911073.458333015 0.163446 -0.322687 0.690510 -0.626382 -228.470383 1165.099121 34.891026
1733911073.466666937 0.163423 -0.323127 0.690448 -0.626230 -228.450058 1165.068604 34.887775
1733911073.474999905 0.163452 -0.322811 0.690491 -0.626338 -228.465240 1165.092896 34.890594
1733911073.483333111 0.163443 -0.322715 0.690501 -0.626378 -228.471466 1165.101563 34.891575
1733911073.491667032 0.163410 -0.323121 0.690439 -0.626246 -228.445053 1165.072144 34.889462
1733911073.500000000 0.163430 -0.322808 0.690472 -0.626365 -228.463287 1165.092651 34.890911
1733911073.508332968 0.163439 -0.322720 0.690495 -0.626383 -228.471512 1165.099854 34.889900
1733911073.516666889 0.163449 -0.322684 0.690502 -0.626392 -228.474472 1165.104370 34.890884
1733911073.525000095 0.163441 -0.322664 0.690498 -0.626408 -228.471313 1165.105347 34.891693
1733911073.533333063 0.163404 -0.323107 0.690435 -0.626259 -228.446365 1165.072632 34.889278
1733911073.541666985 0.163408 -0.322813 0.690486 -0.626353 -228.466461 1165.094360 34.888653
1733911073.549999952 0.163403 -0.323157 0.690430 -0.626239 -228.447311 1165.068848 34.886421
1733911073.558332920 0.163429 -0.323210 0.690391 -0.626248 -228.445923 1165.065796 34.886551
1733911073.566667080 0.163443 -0.322812 0.690477 -0.626355 -228.467819 1165.094604 34.889046
1733911073.575000048 0.163410 -0.323151 0.690444 -0.626225 -228.447464 1165.070801 34.886585
1733911073.583333015 0.163418 -0.323232 0.690409 -0.626219 -228.439713 1165.066528 34.886784
1733911073.591666937 0.163438 -0.323223 0.690377 -0.626254 -228.445313 1165.064331 34.887222
1733911073.599999905 0.163429 -0.322821 0.690473 -0.626359 -228.468521 1165.093872 34.888924
1733911073.608333111 0.163427 -0.322725 0.690506 -0.626371 -228.476166 1165.101807 34.890160
1733911073.616667032 0.163422 -0.323117 0.690423 -0.626262 -228.447845 1165.074829 34.886211
1733911073.625000000 0.163425 -0.323252 0.690409 -0.626207 -228.442169 1165.066040 34.885963
1733911073.633332968 0.163425 -0.322844 0.690478 -0.626343 -228.465591 1165.093384 34.889675
1733911073.641666889 0.163436 -0.322716 0.690493 -0.626389 -228.473038 1165.102295 34.888550
1733911073.650000095 0.163413 -0.323117 0.690445 -0.626241 -228.448822 1165.072998 34.885803
1733911073.658333063 0.163410 -0.323249 0.690420 -0.626201 -228.440613 1165.064575 34.885658
1733911073.666666985 0.163419 -0.322830 0.690480 -0.626348 -228.461624 1165.093872 34.887672
1733911073.674999952 0.163437 -0.322722 0.690497 -0.626381 -228.468323 1165.101563 34.887501
1733911073.683332920 0.163409 -0.322700 0.690497 -0.626399 -228.470642 1165.105957 34.889194
1733911073.691667080 0.163410 -0.323131 0.690437 -0.626244 -228.447174 1165.073853 34.887901
1733911073.700000048 0.163409 -0.323252 0.690423 -0.626196 -228.441559 1165.065308 34.886803
1733911073.708333015 0.163434 -0.322852 0.690488 -0.626325 -228.465378 1165.092041 34.888988
1733911073.716666937 0.163435 -0.323146 0.690440 -0.626225 -228.443512 1165.072266 34.887688
1733911073.724999905 0.163415 -0.323236 0.690427 -0.626198 -228.439941 1165.065186 34.886093
1733911073.733333111 0.163430 -0.323257 0.690392 -0.626223 -228.437119 1165.062012 34.884422
1733911073.741667032 0.163411 -0.323282 0.690408 -0.626197 -228.439148 1165.065674 34.884602
1733911073.750000000 0.163434 -0.322841 0.690477 -0.626343 -228.467545 1165.097412 34.887596
1733911073.758332968 0.163414 -0.323143 0.690429 -0.626245 -228.446747 1165.074219 34.886852
1733911073.766666889 0.163417 -0.323234 0.690421 -0.626205 -228.440964 1165.067383 34.887859
1733911073.775000095 0.163437 -0.323229 0.690385 -0.626243 -228.444550 1165.065308 34.885487
1733911073.783333063 0.163434 -0.322820 0.690468 -0.626362 -228.468124 1165.094116 34.887463
1733911073.791666985 0.163434 -0.322694 0.690508 -0.626384 -228.475464 1165.104858 34.888519
1733911073.799999952 0.163452 -0.322630 0.690490 -0.626432 -228.482407 1165.109497 34.889774
1733911073.808332920 0.163417 -0.323089 0.690437 -0.626263 -228.450027 1165.073120 34.887260
1733911073.816667080 0.163432 -0.322776 0.690500 -0.626351 -228.469223 1165.091064 34.890213
1733911073.825000048 0.163420 -0.322693 0.690513 -0.626383 -228.472473 1165.098755 34.889957
1733911073.833333015 0.163436 -0.322661 0.690506 -0.626403 -228.471603 1165.097778 34.889259
1733911073.841666937 0.163449 -0.322663 0.690509 -0.626395 -228.472260 1165.100952 34.888683
1733911073.849999905 0.163431 -0.322678 0.690519 -0.626380 -228.474045 1165.104126 34.889801
1733911073.858333111 0.163423 -0.322694 0.690517 -0.626377 -228.474152 1165.102051 34.888409
1733911073.866667032 0.163440 -0.322706 0.690497 -0.626388 -228.472260 1165.099854 34.889431
1733911073.875000000 0.163415 -0.323149 0.690432 -0.626238 -228.446579 1165.072388 34.887558
1733911073.883332968 0.163421 -0.323272 0.690405 -0.626203 -228.438232 1165.062988 34.887039
1733911073.891666889 0.163428 -0.323285 0.690395 -0.626205 -228.434784 1165.063354 34.887314
1733911073.900000095 0.163407 -0.323289 0.690415 -0.626187 -228.437119 1165.065674 34.888603
1733911073.908333063 0.163427 -0.323285 0.690402 -0.626198 -228.439011 1165.063599 34.887985
1733911073.916666985 0.163444 -0.323249 0.690407 -0.626206 -228.435043 1165.060059 34.887199
1733911073.924999952 0.163425 -0.323254 0.690395 -0.626222 -228.435913 1165.064819 34.886192
1733911073.933332920 0.163428 -0.323243 0.690402 -0.626219 -228.437103 1165.066528 34.887600
1733911073.941667080 0.163456 -0.322809 0.690475 -0.626356 -228.464371 1165.092529 34.889721
1733911073.950000048 0.163482 -0.322656 0.690462 -0.626441 -228.474976 1165.102051 34.888401
1733911073.958333015 0.163445 -0.322636 0.690491 -0.626430 -228.471344 1165.107422 34.890747
1733911073.966666937 0.163401 -0.323094 0.690437 -0.626265 -228.447021 1165.072632 34.888615
1733911073.974999905 0.164156 -0.322682 0.690047 -0.626709 -228.402298 1165.064575 34.915897
1733911073.983333111 0.163618 -0.322667 0.690376 -0.626495 -228.449432 1165.097778 34.897968
1733911073.991667032 0.163418 -0.323113 0.690422 -0.626267 -228.444000 1165.072266 34.887737
1733911074.000000000 0.163386 -0.322787 0.690501 -0.626356 -228.466629 1165.098022 34.887978
1733911074.008332968 0.163388 -0.322697 0.690538 -0.626361 -228.473343 1165.105225 34.888916
1733911074.016666889 0.163380 -0.323112 0.690448 -0.626248 -228.451630 1165.075195 34.886009
1733911074.025000095 0.163379 -0.323231 0.690420 -0.626218 -228.440704 1165.064209 34.885174
1733911074.033333063 0.163419 -0.322839 0.690485 -0.626338 -228.462158 1165.093628 34.887070
1733911074.041666985 0.163402 -0.323152 0.690443 -0.626228 -228.450729 1165.070801 34.885078
1733911074.049999952 0.163401 -0.323244 0.690416 -0.626210 -228.442520 1165.062134 34.885094
1733911074.058332920 0.163411 -0.323273 0.690422 -0.626186 -228.439087 1165.060791 34.885273
1733911074.066667080 0.163418 -0.323262 0.690412 -0.626201 -228.440582 1165.061279 34.885048
1733911074.075000048 0.163431 -0.323282 0.690398 -0.626203 -228.440598 1165.060547 34.884388
1733911074.083333015 0.163455 -0.322826 0.690490 -0.626330 -228.463821 1165.093872 34.890301
1733911074.091666937 0.163432 -0.323137 0.690430 -0.626242 -228.445709 1165.072144 34.887390
1733911074.099999905 0.163446 -0.323209 0.690373 -0.626264 -228.447632 1165.066040 34.887508
1733911074.108333111 0.163435 -0.322804 0.690475 -0.626364 -228.466553 1165.093140 34.892807
1733911074.116667032 0.163445 -0.322685 0.690493 -0.626402 -228.467789 1165.107056 34.890545
1733911074.125000000 0.164194 -0.323012 0.689961 -0.626624 -228.381805 1165.046631 34.913006
1733911074.133332968 0.163616 -0.323211 0.690289 -0.626311 -228.423950 1165.056885 34.892628
1733911074.141666889 0.164255 -0.322671 0.689996 -0.626745 -228.400742 1165.064819 34.918060
1733911074.150000095 0.163615 -0.323094 0.690317 -0.626340 -228.427979 1165.062378 34.891850
1733911074.158333063 0.163421 -0.323232 0.690410 -0.626218 -228.437744 1165.065796 34.884911
1733911074.166666985 0.163371 -0.323257 0.690435 -0.626190 -228.437912 1165.067627 34.885399
1733911074.174999952 0.163387 -0.322845 0.690506 -0.626320 -228.467758 1165.092651 34.887234
1733911074.183332920 0.163387 -0.323130 0.690456 -0.626229 -228.450302 1165.071777 34.885441
1733911074.191667080 0.163386 -0.323225 0.690441 -0.626195 -228.440765 1165.067871 34.888206
1733911074.200000048 0.163391 -0.322815 0.690508 -0.626332 -228.465530 1165.092285 34.889400
1733911074.208333015 0.163412 -0.322708 0.690511 -0.626379 -228.474915 1165.102539 34.890575
1733911074.216666937 0.163422 -0.322697 0.690504 -0.626390 -228.475754 1165.107300 34.890362
1733911074.224999905 0.163405 -0.323114 0.690451 -0.626238 -228.449310 1165.072876 34.887924
1733911074.233333111 0.163391 -0.323222 0.690436 -0.626202 -228.442825 1165.061035 34.886414
1733911074.241667032 0.163423 -0.322827 0.690486 -0.626343 -228.461807 1165.094849 34.889282
1733911074.250000000 0.163414 -0.323149 0.690425 -0.626246 -228.443771 1165.071899 34.888828
1733911074.258332968 0.163401 -0.323228 0.690428 -0.626205 -228.442612 1165.063599 34.888699
1733911074.266666889 0.163442 -0.322835 0.690490 -0.626329 -228.465286 1165.091797 34.889713
1733911074.275000095 0.163413 -0.323131 0.690442 -0.626237 -228.445053 1165.071777 34.888618
1733911074.283333063 0.163422 -0.323225 0.690413 -0.626218 -228.442062 1165.066772 34.888367
1733911074.291666985 0.163423 -0.322828 0.690491 -0.626336 -228.465942 1165.096436 34.891964
1733911074.299999952 0.163437 -0.322710 0.690499 -0.626385 -228.473984 1165.101563 34.891090
1733911074.308332920 0.163437 -0.323077 0.690417 -0.626285 -228.457703 1165.074829 34.888493
1733911074.316667080 0.163431 -0.323233 0.690418 -0.626206 -228.443268 1165.063599 34.888111
1733911074.325000048 0.163420 -0.322818 0.690487 -0.626346 -228.465714 1165.094849 34.889637
1733911074.333333015 0.163402 -0.323125 0.690454 -0.626229 -228.450363 1165.073120 34.888897
1733911074.341666937 0.163403 -0.323223 0.690422 -0.626214 -228.439728 1165.064819 34.886238
1733911074.349999905 0.163429 -0.322807 0.690493 -0.626343 -228.462372 1165.094604 34.889240
1733911074.358333111 0.163429 -0.322689 0.690514 -0.626381 -228.472107 1165.102905 34.889999
1733911074.366667032 0.163409 -0.322668 0.690523 -0.626387 -228.474899 1165.105103 34.891056
1733911074.375000000 0.163398 -0.323107 0.690452 -0.626242 -228.448181 1165.076538 34.887173
1733911074.383332968 0.163392 -0.322817 0.690486 -0.626356 -228.467941 1165.099609 34.888786
1733911074.391666889 0.163420 -0.322727 0.690499 -0.626380 -228.473938 1165.102539 34.890793
1733911074.400000095 0.163435 -0.323128 0.690433 -0.626243 -228.447144 1165.073120 34.887676
1733911074.408333063 0.163409 -0.323245 0.690424 -0.626199 -228.440262 1165.064331 34.888649
1733911074.416666985 0.163414 -0.322845 0.690484 -0.626338 -228.464676 1165.091553 34.890774
1733911074.424999952 0.163403 -0.323151 0.690444 -0.626227 -228.443222 1165.073853 34.887882
1733911074.433332920 0.163422 -0.323237 0.690419 -0.626205 -228.438477 1165.066284 34.887245
1733911074.441667080 0.163402 -0.323273 0.690420 -0.626191 -228.440765 1165.064819 34.886421
1733911074.450000048 0.163444 -0.322829 0.690467 -0.626356 -228.462128 1165.093750 34.889397
1733911074.458333015 0.163427 -0.323124 0.690423 -0.626258 -228.445084 1165.071289 34.888729
1733911074.466666937 0.163416 -0.323232 0.690412 -0.626217 -228.441116 1165.064819 34.886810
1733911074.474999905 0.163428 -0.322818 0.690482 -0.626351 -228.462830 1165.094360 34.889278
1733911074.483333111 0.163403 -0.323145 0.690444 -0.626230 -228.446091 1165.073608 34.886299
1733911074.491667032 0.163394 -0.323236 0.690425 -0.626206 -228.443146 1165.065918 34.885822
1733911074.500000000 0.163423 -0.322809 0.690479 -0.626359 -228.463623 1165.094360 34.887897
1733911074.508332968 0.163440 -0.322686 0.690494 -0.626402 -228.468903 1165.105103 34.888504
1733911074.516666889 0.163393 -0.323101 0.690450 -0.626249 -228.449875 1165.077393 34.885311
1733911074.525000095 0.163387 -0.323208 0.690446 -0.626199 -228.443237 1165.067017 34.885540
1733911074.533333063 0.163407 -0.324180 0.690479 -0.625655 -228.357971 1165.027832 34.871399
1733911074.541666985 0.163399 -0.323538 0.690433 -0.626041 -228.418167 1165.054932 34.880184
1733911074.549999952 0.163379 -0.323299 0.690429 -0.626174 -228.437653 1165.065796 34.884602
1733911074.558332920 0.163422 -0.322803 0.690494 -0.626346 -228.467560 1165.098755 34.889549
1733911074.566667080 0.163427 -0.322682 0.690527 -0.626371 -228.479050 1165.104126 34.891621
1733911074.575000048 0.163423 -0.322661 0.690505 -0.626407 -228.477890 1165.106689 34.890450
1733911074.583333015 0.163425 -0.323098 0.690446 -0.626246 -228.448685 1165.074341 34.888268
1733911074.591666937 0.163415 -0.323227 0.690419 -0.626212 -228.440735 1165.064331 34.888016
1733911074.599999905 0.163429 -0.322819 0.690479 -0.626352 -228.468002 1165.091064 34.893028
1733911074.608333111 0.163442 -0.322716 0.690490 -0.626390 -228.472855 1165.100708 34.891518
1733911074.616667032 0.163442 -0.322722 0.690496 -0.626381 -228.474854 1165.102417 34.889515
1733911074.625000000 0.163438 -0.322707 0.690507 -0.626377 -228.477722 1165.102295 34.890656
1733911074.633332968 0.163435 -0.322694 0.690508 -0.626384 -228.472977 1165.101318 34.891159
1733911074.641666889 0.163408 -0.323120 0.690453 -0.626231 -228.449188 1165.070313 34.889530
1733911074.650000095 0.163402 -0.323246 0.690423 -0.626201 -228.442215 1165.061401 34.888031
1733911074.658333063 0.163406 -0.322827 0.690478 -0.626355 -228.463516 1165.091064 34.888962
1733911074.666666985 0.163410 -0.323129 0.690437 -0.626244 -228.444809 1165.070801 34.885857
1733911074.674999952 0.163424 -0.323206 0.690392 -0.626250 -228.445145 1165.067871 34.885056
1733911074.683332920 0.163418 -0.322810 0.690477 -0.626362 -228.466034 1165.096802 34.888435
1733911074.691667080 0.163409 -0.322691 0.690503 -0.626398 -228.470200 1165.104004 34.889816
1733911074.700000048 0.163382 -0.323085 0.690443 -0.626267 -228.446655 1165.076660 34.885944
1733911074.708333015 0.163390 -0.323222 0.690425 -0.626215 -228.442200 1165.066650 34.886360
1733911074.716666937 0.163412 -0.322830 0.690485 -0.626345 -228.463745 1165.095337 34.888252
1733911074.724999905 0.163432 -0.322709 0.690516 -0.626368 -228.474030 1165.105225 34.891151
1733911074.733333111 0.163407 -0.323124 0.690456 -0.626227 -228.448120 1165.074097 34.888424
1733911074.741667032 0.163399 -0.323246 0.690420 -0.626206 -228.437744 1165.065063 34.885136
1733911074.750000000 0.163436 -0.322842 0.690475 -0.626344 -228.464142 1165.092896 34.888760
1733911074.758332968 0.163407 -0.323155 0.690448 -0.626219 -228.446030 1165.071045 34.887409
1733911074.766666889 0.163421 -0.323251 0.690427 -0.626189 -228.439453 1165.064819 34.887032
1733911074.775000095 0.163432 -0.322844 0.690474 -0.626344 -228.463150 1165.092529 34.887589
1733911074.783333063 0.163432 -0.322707 0.690488 -0.626399 -228.468384 1165.102295 34.889332
1733911074.791666985 0.163416 -0.323110 0.690440 -0.626249 -228.445801 1165.072876 34.887047
1733911074.799999952 0.163400 -0.323235 0.690427 -0.626204 -228.442108 1165.064331 34.884979
1733911074.808332920 0.163439 -0.322807 0.690457 -0.626381 -228.472763 1165.096313 34.886734
1733911074.816667080 0.163439 -0.322705 0.690480 -0.626408 -228.471512 1165.105347 34.887840
1733911074.825000048 0.163424 -0.324019 0.690478 -0.625736 -228.368347 1165.037842 34.874214
1733911074.833333015 0.163436 -0.323051 0.690486 -0.626224 -228.441925 1165.083862 34.884941
1733911074.841666937 0.163428 -0.323200 0.690423 -0.626218 -228.441391 1165.067017 34.886002
1733911074.849999905 0.163405 -0.323248 0.690427 -0.626195 -228.443695 1165.059570 34.884750
1733911074.858333111 0.163397 -0.323252 0.690417 -0.626206 -228.442047 1165.062500 34.883438
1733911074.866667032 0.163414 -0.322820 0.690485 -0.626349 -228.464996 1165.096313 34.885689
1733911074.875000000 0.163439 -0.323088 0.690398 -0.626301 -228.451920 1165.074829 34.885838
1733911074.883332968 0.163411 -0.323214 0.690402 -0.626238 -228.441711 1165.064575 34.885212
1733911074.891666889 0.163405 -0.323260 0.690411 -0.626206 -228.437103 1165.063599 34.885162
1733911074.900000095 0.163439 -0.322822 0.690479 -0.626349 -228.463058 1165.094849 34.888676
1733911074.908333063 0.164189 -0.323014 0.689977 -0.626607 -228.381790 1165.044312 34.913597
1733911074.916666985 0.163666 -0.323171 0.690264 -0.626346 -228.425217 1165.060059 34.894417
1733911074.924999952 0.163476 -0.322815 0.690458 -0.626366 -228.460876 1165.092529 34.892471
1733911074.933332920 0.163419 -0.322710 0.690522 -0.626364 -228.472504 1165.101563 34.890816
1733911074.941667080 0.163404 -0.323122 0.690464 -0.626219 -228.447052 1165.073364 34.889786
1733911074.950000048 0.163443 -0.322760 0.690475 -0.626384 -228.470917 1165.096802 34.889587
1733911074.958333015 0.163403 -0.322674 0.690509 -0.626401 -228.470779 1165.101318 34.888882
1733911074.966666937 0.163429 -0.322671 0.690502 -0.626403 -228.472900 1165.103149 34.888893
1733911074.974999905 0.163432 -0.322677 0.690511 -0.626390 -228.471985 1165.099976 34.889355
1733911074.983333111 0.163425 -0.322683 0.690507 -0.626393 -228.474350 1165.101807 34.890213
1733911074.991667032 0.163435 -0.322704 0.690502 -0.626386 -228.475006 1165.103394 34.891003
1733911075.000000000 0.163467 -0.322671 0.690483 -0.626415 -228.479889 1165.103882 34.890705
1733911075.008332968 0.163441 -0.322678 0.690504 -0.626395 -228.477829 1165.102173 34.890526
1733911075.016666889 0.163426 -0.322678 0.690497 -0.626406 -228.474136 1165.106079 34.889645
1733911075.025000095 0.163419 -0.322696 0.690518 -0.626376 -228.475708 1165.105347 34.890240
1733911075.033333063 0.163414 -0.322699 0.690523 -0.626370 -228.478424 1165.101685 34.888714
1733911075.041666985 0.163408 -0.322715 0.690507 -0.626381 -228.475922 1165.101318 34.887737
1733911075.049999952 0.163385 -0.323140 0.690448 -0.626233 -228.447693 1165.071045 34.884907
1733911075.058332920 0.163414 -0.323252 0.690423 -0.626195 -228.440170 1165.062866 34.886463
1733911075.066667080 0.163390 -0.323303 0.690410 -0.626189 -228.440826 1165.062012 34.882664
1733911075.075000048 0.163451 -0.322804 0.690445 -0.626393 -228.469116 1165.095581 34.888466
1733911075.083333015 0.163432 -0.322687 0.690488 -0.626409 -228.472977 1165.102173 34.888718
1733911075.091666937 0.163428 -0.322686 0.690505 -0.626393 -228.475571 1165.104492 34.890198
1733911075.099999905 0.163408 -0.323130 0.690436 -0.626244 -228.447479 1165.076538 34.885002
1733911075.108333111 0.163416 -0.323247 0.690413 -0.626208 -228.439301 1165.068115 34.885010
1733911075.116667032 0.163403 -0.322826 0.690482 -0.626353 -228.463669 1165.094482 34.887638
1733911075.125000000 0.163425 -0.322688 0.690502 -0.626396 -228.470047 1165.102661 34.890461
1733911075.133332968 0.163383 -0.323108 0.690447 -0.626251 -228.444305 1165.074585 34.886768
1733911075.141666889 0.163415 -0.323225 0.690422 -0.626210 -228.438736 1165.065918 34.885326
1733911075.150000095 0.163414 -0.322825 0.690482 -0.626350 -228.464157 1165.095825 34.888649
1733911075.158333063 0.163397 -0.323150 0.690429 -0.626246 -228.443985 1165.073364 34.885830
1733911075.166666985 0.163412 -0.322812 0.690479 -0.626361 -228.464691 1165.096069 34.887253
1733911075.174999952 0.163416 -0.322712 0.690502 -0.626385 -228.473343 1165.101074 34.888271
1733911075.183332920 0.163429 -0.322670 0.690514 -0.626391 -228.476288 1165.104248 34.887093
1733911075.191667080 0.163428 -0.322686 0.690522 -0.626374 -228.476944 1165.105469 34.889038
1733911075.200000048 0.163417 -0.322684 0.690520 -0.626380 -228.476379 1165.105347 34.889145
1733911075.208333015 0.163435 -0.322698 0.690505 -0.626385 -228.474289 1165.103638 34.887829
1733911075.216666937 0.163420 -0.322684 0.690502 -0.626400 -228.473419 1165.103516 34.887585
1733911075.224999905 0.163405 -0.323110 0.690426 -0.626267 -228.447800 1165.071655 34.886307
1733911075.233333111 0.163405 -0.323233 0.690408 -0.626224 -228.438171 1165.062622 34.885662
1733911075.241667032 0.163392 -0.323272 0.690425 -0.626189 -228.439636 1165.058228 34.884415
1733911075.250000000 0.163401 -0.323255 0.690421 -0.626199 -228.436920 1165.061768 34.885109
1733911075.258332968 0.163404 -0.323245 0.690422 -0.626202 -228.436188 1165.062622 34.884941
1733911075.266666889 0.163387 -0.323250 0.690415 -0.626212 -228.436554 1165.061768 34.885368
1733911075.275000095 0.163393 -0.323242 0.690399 -0.626232 -228.436737 1165.062744 34.885448
1733911075.283333063 0.163428 -0.322821 0.690485 -0.626345 -228.465469 1165.092896 34.889465
1733911075.291666985 0.163401 -0.323131 0.690451 -0.626229 -228.447784 1165.071045 34.889481
1733911075.299999952 0.163432 -0.323235 0.690425 -0.626197 -228.438232 1165.065308 34.886780
1733911075.308332920 0.163456 -0.323235 0.690393 -0.626226 -228.444611 1165.064087 34.888298
1733911075.316667080 0.163430 -0.323268 0.690413 -0.626194 -228.441177 1165.063599 34.888988
1733911075.325000048 0.163491 -0.322803 0.690451 -0.626376 -228.473740 1165.093872 34.893456
1733911075.333333015 0.163450 -0.323126 0.690437 -0.626235 -228.449585 1165.069824 34.890583
1733911075.341666937 0.163440 -0.323238 0.690431 -0.626187 -228.445267 1165.063354 34.889294
1733911075.349999905 0.163443 -0.323267 0.690400 -0.626205 -228.441895 1165.061035 34.887589
1733911075.358333111 0.163448 -0.322841 0.690468 -0.626348 -228.464157 1165.092529 34.889534
1733911075.366667032 0.163444 -0.322726 0.690491 -0.626383 -228.474884 1165.102173 34.890198
1733911075.375000000 0.163426 -0.323113 0.690436 -0.626249 -228.451050 1165.072510 34.888016
1733911075.383332968 0.163411 -0.323243 0.690433 -0.626189 -228.443146 1165.067017 34.886093
1733911075.391666889 0.163426 -0.322840 0.690486 -0.626334 -228.465881 1165.094482 34.888252
1733911075.400000095 0.163476 -0.322677 0.690453 -0.626443 -228.475708 1165.104126 34.890511
1733911075.408333063 0.163437 -0.322657 0.690494 -0.626418 -228.472397 1165.104980 34.890324
1733911075.416666985 0.163451 -0.323075 0.690401 -0.626301 -228.450745 1165.075806 34.888573
