Time Quat_X Quat_Y Quat_Z Quat_W Pos_X Pos_Y Pos_Z
16.508333 -0.130955 -0.210013 0.693523 -0.676588 -165.462814 1325.629761 -151.440689
16.516667 -0.131132 -0.209782 0.693202 -0.676954 -165.162949 1326.229126 -152.317123
16.525000 -0.130942 -0.209542 0.692858 -0.677418 -164.983215 1326.884766 -153.125717
16.533333 -0.130812 -0.209344 0.692756 -0.677608 -164.758331 1327.536743 -153.948639
16.541667 -0.130408 -0.209185 0.692596 -0.677898 -164.502289 1328.283813 -154.777847
16.550000 -0.130006 -0.208847 0.692592 -0.678084 -164.216675 1329.038330 -155.612488
16.558333 -0.129177 -0.208845 0.692947 -0.677880 -163.838181 1329.794922 -156.441284
16.566667 -0.129062 -0.208633 0.692489 -0.678436 -163.493332 1330.559814 -157.312363
16.575000 -0.128296 -0.208622 0.692760 -0.678307 -163.149475 1331.301880 -158.129288
16.583333 -0.128042 -0.208323 0.692659 -0.678550 -162.887390 1332.054199 -158.951691
16.591667 -0.127770 -0.208280 0.692552 -0.678724 -162.474182 1332.793213 -159.820602
16.600000 -0.127443 -0.208068 0.692558 -0.678844 -162.113495 1333.589844 -160.646088
16.608333 -0.127083 -0.207821 0.692456 -0.679091 -161.671066 1334.415405 -161.477692
16.616667 -0.126746 -0.207955 0.692302 -0.679270 -161.185471 1335.256226 -162.257034
16.625000 -0.126332 -0.207649 0.692274 -0.679469 -160.612839 1336.002808 -163.049454
16.633333 -0.126073 -0.207343 0.692208 -0.679678 -160.028290 1336.687744 -163.797806
16.641667 -0.125817 -0.207219 0.692223 -0.679749 -159.459442 1337.401855 -164.482773
16.650000 -0.125576 -0.207036 0.691974 -0.680102 -158.912201 1338.199829 -165.093933
16.658333 -0.125327 -0.206818 0.691798 -0.680393 -158.269516 1338.990356 -165.672821
16.666667 -0.124987 -0.206775 0.691694 -0.680575 -157.538300 1339.788452 -166.199173
16.675000 -0.124440 -0.206495 0.691722 -0.680732 -156.635757 1340.503296 -166.685638
16.683333 -0.124106 -0.206460 0.691605 -0.680922 -155.813873 1341.271606 -167.042984
16.691667 -0.123848 -0.206198 0.691784 -0.680867 -154.934372 1341.885376 -167.286087
16.700000 -0.123485 -0.205820 0.691860 -0.680969 -153.947571 1342.320679 -167.442444
16.708333 -0.123747 -0.205861 0.691381 -0.681396 -153.064163 1342.711182 -167.432007
16.716667 -0.123267 -0.205732 0.691465 -0.681436 -152.083008 1342.966309 -167.225433
16.725000 -0.123545 -0.205794 0.690738 -0.682105 -151.121323 1343.043823 -166.909714
16.733333 -0.123641 -0.205918 0.690492 -0.682299 -150.288666 1342.994873 -166.395248
16.741667 -0.123592 -0.205919 0.690349 -0.682452 -149.430618 1342.803467 -165.800262
16.750000 -0.122788 -0.205975 0.690800 -0.682124 -148.599335 1342.580688 -165.095871
16.758333 -0.122497 -0.205780 0.690849 -0.682186 -147.919861 1342.431519 -164.323318
16.766667 -0.122176 -0.205881 0.690811 -0.682252 -147.364655 1342.299561 -163.472839
16.775000 -0.121892 -0.205508 0.690800 -0.682426 -146.822952 1342.109985 -162.605194
16.783333 -0.121811 -0.205243 0.690605 -0.682717 -146.345383 1341.887939 -161.706680
16.791667 -0.121248 -0.205230 0.691420 -0.681996 -145.857925 1341.524170 -160.784714
16.800000 -0.121128 -0.204968 0.690601 -0.682926 -145.243347 1341.090454 -159.852356
16.808333 -0.121027 -0.205033 0.690393 -0.683133 -144.740555 1340.644531 -158.904083
16.816667 -0.120785 -0.204999 0.690291 -0.683289 -144.219299 1340.153198 -158.013321
16.825000 -0.120454 -0.204785 0.690178 -0.683527 -143.891418 1339.837524 -157.016937
16.833333 -0.120088 -0.204573 0.690159 -0.683673 -143.553909 1339.508545 -156.017395
16.841667 -0.119755 -0.204724 0.690089 -0.683757 -143.178589 1339.084961 -155.026047
16.850000 -0.119550 -0.204699 0.690026 -0.683865 -142.780457 1338.554443 -154.036530
16.858333 -0.119829 -0.204418 0.689619 -0.684309 -142.382645 1337.948242 -153.086914
16.866667 -0.119272 -0.204193 0.689688 -0.684405 -142.100983 1337.380493 -152.026321
16.875000 -0.119406 -0.204430 0.689184 -0.684818 -141.884369 1336.865234 -151.029633
16.883333 -0.118791 -0.204479 0.689520 -0.684572 -141.617432 1336.368408 -150.012665
16.891667 -0.118937 -0.204147 0.689215 -0.684954 -141.366837 1335.945801 -149.079285
16.900000 -0.118278 -0.204180 0.689534 -0.684736 -141.125320 1335.541748 -148.092575
16.908333 -0.117780 -0.203988 0.689860 -0.684551 -140.856339 1335.088989 -147.144196
16.916667 -0.117409 -0.203972 0.689933 -0.684546 -140.602371 1334.593750 -146.199524
16.925000 -0.117619 -0.203963 0.689639 -0.684809 -140.352097 1334.044189 -145.326996
16.933333 -0.117532 -0.203853 0.689448 -0.685049 -140.128632 1333.541626 -144.398865
16.941667 -0.116889 -0.203763 0.689670 -0.684962 -139.992676 1333.137939 -143.396133
16.950000 -0.116986 -0.203432 0.689364 -0.685352 -139.670197 1332.592041 -142.519470
16.958333 -0.116847 -0.203687 0.689158 -0.685507 -139.512039 1332.110107 -141.551086
16.966667 -0.115839 -0.203740 0.690249 -0.684564 -139.523422 1331.682495 -140.465591
16.975000 -0.116253 -0.203721 0.689364 -0.685391 -139.092194 1331.021606 -139.577423
16.983333 -0.116257 -0.203800 0.688961 -0.685771 -138.841309 1330.434814 -138.666565
16.991667 -0.116037 -0.203441 0.688807 -0.686071 -138.641418 1329.903564 -137.761002
17.000000 -0.115302 -0.203348 0.688965 -0.686063 -138.593842 1329.573486 -136.740692
17.008333 -0.115484 -0.203192 0.688668 -0.686376 -138.444214 1329.172241 -135.834457
17.016667 -0.115397 -0.203056 0.688618 -0.686482 -138.231796 1328.664063 -134.948196
17.025000 -0.115040 -0.203170 0.688449 -0.686677 -138.027603 1328.153809 -134.024414
17.033333 -0.114892 -0.202921 0.688370 -0.686855 -137.808701 1327.559326 -133.144562
17.041667 -0.114896 -0.202926 0.688407 -0.686815 -137.774414 1327.101929 -132.178314
17.050000 -0.114530 -0.202765 0.688352 -0.686979 -137.643158 1326.634644 -131.241226
17.058333 -0.114285 -0.202857 0.688394 -0.686951 -137.396759 1326.086304 -130.373840
17.066667 -0.114088 -0.202672 0.688278 -0.687155 -137.311966 1325.670776 -129.397095
17.075000 -0.113416 -0.202661 0.688671 -0.686876 -137.235458 1325.208252 -128.402832
17.083333 -0.113552 -0.202797 0.688308 -0.687176 -136.982849 1324.616699 -127.510521
17.091667 -0.113516 -0.202752 0.688088 -0.687416 -136.865662 1324.061646 -126.595032
17.100000 -0.113413 -0.202709 0.688128 -0.687406 -136.762314 1323.562134 -125.664505
17.108333 -0.113064 -0.202770 0.688080 -0.687494 -136.488754 1323.047119 -124.796646
17.116667 -0.112480 -0.202745 0.688431 -0.687244 -136.379837 1322.610596 -123.851669
17.125000 -0.112656 -0.202394 0.688183 -0.687568 -136.315430 1322.170532 -122.957764
17.133333 -0.112503 -0.202449 0.687913 -0.687847 -136.159210 1321.694824 -122.051712
17.141667 -0.112364 -0.202371 0.687855 -0.687951 -136.010696 1321.158691 -121.146393
17.150000 -0.112384 -0.202293 0.687808 -0.688017 -135.858902 1320.617676 -120.236847
17.158333 -0.111587 -0.202353 0.688030 -0.687908 -135.774933 1320.153198 -119.290634
17.166667 -0.111629 -0.202294 0.687746 -0.688201 -135.596664 1319.690552 -118.422394
17.175000 -0.111610 -0.202112 0.687699 -0.688305 -135.435760 1319.230957 -117.524368
17.183333 -0.111285 -0.202172 0.687725 -0.688314 -135.286621 1318.743408 -116.645424
17.191667 -0.111190 -0.202160 0.687689 -0.688369 -135.121231 1318.240356 -115.735046
17.200000 -0.110979 -0.202042 0.687652 -0.688475 -135.010269 1317.702148 -114.814888
17.208333 -0.110907 -0.202177 0.687701 -0.688397 -134.885651 1317.157104 -113.925781
17.216667 -0.110282 -0.201998 0.688060 -0.688192 -134.810654 1316.706177 -112.991737
17.225000 -0.110476 -0.201998 0.687813 -0.688407 -134.657150 1316.233521 -112.131355
17.233333 -0.110239 -0.201919 0.687748 -0.688533 -134.510452 1315.764404 -111.250954
17.241667 -0.109609 -0.202040 0.688884 -0.687463 -134.559753 1315.363159 -110.265434
17.250000 -0.109862 -0.202123 0.687867 -0.688416 -134.238693 1314.770508 -109.442604
17.258333 -0.109797 -0.201909 0.687530 -0.688825 -134.067688 1314.184448 -108.555557
17.266667 -0.109096 -0.201914 0.688597 -0.687868 -134.137604 1313.753174 -107.586205
17.275000 -0.109535 -0.201991 0.687570 -0.688803 -133.827576 1313.238892 -106.783508
17.283333 -0.109206 -0.201766 0.687356 -0.689134 -133.639191 1312.785156 -105.904930
17.291667 -0.109161 -0.201702 0.687245 -0.689271 -133.501892 1312.350952 -105.052788
17.300000 -0.109011 -0.201666 0.687187 -0.689363 -133.328690 1311.907471 -104.182922
17.308333 -0.108793 -0.201601 0.687291 -0.689313 -133.199371 1311.413330 -103.284561
17.316667 -0.108304 -0.201486 0.687589 -0.689127 -133.121826 1310.928345 -102.362877
17.325000 -0.107973 -0.201559 0.687620 -0.689126 -132.997269 1310.430542 -101.471230
17.333333 -0.107755 -0.201319 0.687685 -0.689165 -132.915115 1309.974854 -100.577385
17.341667 -0.108138 -0.201462 0.687158 -0.689589 -132.736481 1309.475098 -99.748810
17.350000 -0.108137 -0.201518 0.686989 -0.689741 -132.569214 1308.952271 -98.871635
17.358333 -0.107428 -0.201299 0.686598 -0.690306 -132.321091 1308.393921 -97.959656
17.366667 -0.107916 -0.201606 0.686792 -0.689946 -132.240005 1307.858398 -97.114830
17.375000 -0.107730 -0.201580 0.686807 -0.689968 -132.105820 1307.306885 -96.224693
17.383333 -0.107627 -0.201561 0.686875 -0.689922 -131.971405 1306.815918 -95.368446
17.391667 -0.107450 -0.201458 0.686731 -0.690123 -131.831528 1306.427734 -94.501656
17.400000 -0.106865 -0.201409 0.687165 -0.689796 -131.769775 1306.052490 -93.589584
17.408333 -0.106440 -0.201210 0.687506 -0.689580 -131.586212 1305.618286 -92.742783
17.416667 -0.106757 -0.201377 0.687191 -0.689796 -131.387207 1305.148438 -91.947716
17.425000 -0.106277 -0.201152 0.687296 -0.689831 -131.319290 1304.676514 -91.030045
17.433333 -0.106504 -0.201232 0.686829 -0.690238 -131.147293 1304.141968 -90.224319
17.441667 -0.106550 -0.201260 0.686707 -0.690345 -131.006378 1303.625244 -89.379845
17.450000 -0.106073 -0.201084 0.687041 -0.690137 -130.940750 1303.177124 -88.455040
17.458333 -0.105684 -0.201062 0.686618 -0.690623 -130.651764 1302.655640 -87.596954
17.466667 -0.105611 -0.200959 0.686919 -0.690366 -130.638260 1302.160645 -86.681587
17.475000 -0.105488 -0.201052 0.687071 -0.690206 -130.540619 1301.612793 -85.800095
17.483333 -0.105912 -0.201253 0.686930 -0.690223 -130.311127 1301.029053 -84.979744
17.491667 -0.105873 -0.201034 0.686654 -0.690567 -130.189484 1300.523682 -84.146446
17.500000 -0.105074 -0.201350 0.687912 -0.689344 -130.211182 1300.172852 -83.196823
17.508333 -0.104857 -0.201170 0.688313 -0.689029 -130.147690 1299.807617 -82.328644
17.516667 -0.104714 -0.200967 0.687552 -0.689869 -129.876770 1299.343872 -81.549301
17.525000 -0.105041 -0.200953 0.687003 -0.690371 -129.610901 1298.856689 -80.773491
17.533333 -0.104557 -0.200799 0.687234 -0.690258 -129.479645 1298.387207 -79.890442
17.541667 -0.104456 -0.200853 0.687337 -0.690155 -129.336792 1297.869019 -79.062981
17.550000 -0.104744 -0.200927 0.686655 -0.690769 -129.168762 1297.322998 -78.245941
17.558333 -0.104415 -0.200720 0.686843 -0.690692 -129.096939 1296.884277 -77.354378
17.566667 -0.104148 -0.200679 0.686858 -0.690729 -128.978470 1296.432129 -76.460213
17.575000 -0.103913 -0.200893 0.687659 -0.689905 -128.975967 1295.982056 -75.562637
17.583333 -0.103893 -0.200746 0.687056 -0.690551 -128.694809 1295.412598 -74.713005
17.591667 -0.103806 -0.200923 0.687696 -0.689876 -128.690781 1294.950073 -73.833710
17.600000 -0.104211 -0.200826 0.686631 -0.690903 -128.356567 1294.339478 -73.046455
17.608333 -0.103690 -0.200913 0.687447 -0.690144 -128.327316 1293.911621 -72.163811
17.616667 -0.103388 -0.200926 0.687673 -0.689960 -128.209106 1293.505859 -71.315704
17.625000 -0.103273 -0.200885 0.687678 -0.689985 -128.050720 1293.096191 -70.486160
17.633333 -0.103067 -0.200853 0.687641 -0.690062 -127.862099 1292.646606 -69.693733
17.641667 -0.102921 -0.200775 0.687681 -0.690067 -127.683136 1292.185791 -68.829742
17.650000 -0.102833 -0.200771 0.687586 -0.690176 -127.520058 1291.696533 -67.999550
17.658333 -0.102719 -0.200771 0.687575 -0.690204 -127.394470 1291.207642 -67.181702
17.666667 -0.102658 -0.200747 0.687496 -0.690298 -127.230705 1290.751709 -66.334663
17.675000 -0.103026 -0.200690 0.686413 -0.691337 -126.905617 1290.201538 -65.593658
17.683333 -0.103023 -0.200566 0.686098 -0.691686 -126.686829 1289.711792 -64.750862
17.691667 -0.102378 -0.200674 0.687155 -0.690700 -126.674919 1289.286377 -63.832008
17.700000 -0.101896 -0.200906 0.687001 -0.690857 -126.397896 1288.692017 -62.968239
17.708333 -0.101919 -0.200887 0.687621 -0.690242 -126.269829 1288.143921 -62.126919
17.716667 -0.102105 -0.200698 0.686780 -0.691107 -126.034317 1287.570435 -61.343590
17.725000 -0.101933 -0.200698 0.687119 -0.690795 -125.943947 1287.176880 -60.465195
17.733333 -0.101743 -0.200647 0.687400 -0.690558 -125.829872 1286.800781 -59.638538
17.741667 -0.101649 -0.200430 0.687418 -0.690617 -125.656929 1286.401245 -58.823891
17.750000 -0.101402 -0.200497 0.687365 -0.690686 -125.449928 1285.973145 -58.029835
17.758333 -0.101256 -0.200402 0.687382 -0.690719 -125.263977 1285.514893 -57.208530
17.766667 -0.101297 -0.200542 0.687331 -0.690723 -125.105682 1285.016724 -56.394138
17.775000 -0.100682 -0.200830 0.686952 -0.691106 -124.745850 1284.445679 -55.598629
17.783333 -0.100977 -0.200408 0.687419 -0.690721 -124.679832 1284.011841 -54.755142
17.791667 -0.100802 -0.200333 0.687478 -0.690709 -124.524696 1283.536011 -53.923950
17.800000 -0.100449 -0.200636 0.686876 -0.691271 -124.088615 1282.918091 -53.164616
17.808333 -0.100255 -0.200888 0.686555 -0.691546 -123.940575 1282.424805 -52.274487
17.816667 -0.100480 -0.200538 0.686927 -0.691245 -123.922600 1281.954712 -51.422188
17.825000 -0.100676 -0.200542 0.686782 -0.691359 -123.759048 1281.466187 -50.606258
17.833333 -0.099987 -0.200844 0.686675 -0.691478 -123.438972 1280.934082 -49.816677
17.841667 -0.099859 -0.200600 0.686529 -0.691712 -123.202263 1280.476563 -49.001072
17.850000 -0.100173 -0.200367 0.686124 -0.692136 -123.021515 1280.032593 -48.226288
17.858333 -0.099930 -0.200201 0.686817 -0.691531 -122.956169 1279.617065 -47.400379
17.866667 -0.099605 -0.200382 0.686343 -0.691996 -122.671036 1279.123291 -46.576931
17.875000 -0.099346 -0.200575 0.686237 -0.692083 -122.451065 1278.608887 -45.759884
17.883333 -0.100150 -0.200103 0.685430 -0.692903 -122.192986 1278.048218 -45.048901
17.891667 -0.100204 -0.200063 0.685155 -0.693178 -121.958580 1277.563110 -44.256367
17.900000 -0.099658 -0.200078 0.686259 -0.692160 -121.959892 1277.219238 -43.350937
17.908333 -0.099428 -0.199904 0.686671 -0.691835 -121.805855 1276.769653 -42.513592
17.916667 -0.099088 -0.199963 0.686649 -0.691888 -121.546143 1276.270264 -41.704163
17.925000 -0.099558 -0.199919 0.685368 -0.693103 -121.115669 1275.624634 -40.982529
17.933333 -0.098748 -0.200331 0.686089 -0.692386 -120.881218 1275.051514 -40.109665
17.941667 -0.098480 -0.200524 0.685997 -0.692460 -120.683876 1274.523560 -39.286762
17.950000 -0.098589 -0.200235 0.686363 -0.692164 -120.615860 1274.090576 -38.466053
17.958333 -0.097925 -0.199551 0.684744 -0.694058 -120.087463 1273.527710 -37.654884
17.966667 -0.098331 -0.199948 0.684218 -0.694404 -119.747070 1273.058838 -36.979130
17.975000 -0.098382 -0.200037 0.684205 -0.694384 -119.458023 1272.604736 -36.209141
17.983333 -0.098117 -0.199560 0.684416 -0.694351 -119.257439 1272.174194 -35.376957
17.991667 -0.097590 -0.199750 0.684250 -0.694534 -118.849648 1271.611694 -34.605659
18.000000 -0.097681 -0.200023 0.684477 -0.694219 -118.698387 1271.107178 -33.831409
18.008333 -0.097641 -0.199644 0.685409 -0.693414 -118.686760 1270.717163 -32.981411
18.016667 -0.097879 -0.199527 0.685288 -0.693534 -118.449631 1270.224243 -32.207115
18.025000 -0.097026 -0.199996 0.685990 -0.692824 -118.245750 1269.756836 -31.328800
18.033333 -0.096978 -0.199685 0.686852 -0.692066 -118.081421 1269.247314 -30.517839
18.041667 -0.096906 -0.199725 0.687022 -0.691896 -117.826859 1268.715332 -29.721081
18.050000 -0.096861 -0.199707 0.686839 -0.692090 -117.588074 1268.178833 -28.898958
18.058333 -0.096309 -0.199990 0.686484 -0.692437 -117.087219 1267.542480 -28.171812
18.066667 -0.096362 -0.199490 0.686666 -0.692393 -116.858177 1267.085327 -27.404339
18.075000 -0.096751 -0.199389 0.685366 -0.693654 -116.369072 1266.510010 -26.717972
18.083333 -0.096409 -0.199599 0.684447 -0.694549 -115.991989 1266.066528 -25.922577
18.091667 -0.096084 -0.199301 0.685206 -0.693931 -115.889297 1265.677246 -25.073586
18.100000 -0.096395 -0.199319 0.685078 -0.694009 -115.586891 1265.159546 -24.311382
18.108333 -0.095352 -0.199644 0.685661 -0.693483 -115.342361 1264.697021 -23.482252
18.116667 -0.095053 -0.199662 0.685901 -0.693282 -115.078209 1264.200439 -22.674999
18.125000 -0.095188 -0.199316 0.686198 -0.693069 -114.882378 1263.755859 -21.886181
18.133333 -0.093832 -0.198963 0.684020 -0.695504 -114.122551 1263.071777 -21.114244
18.141667 -0.094767 -0.199170 0.683981 -0.695356 -113.795540 1262.525879 -20.404497
18.150000 -0.094902 -0.199030 0.684821 -0.694551 -113.673752 1262.030151 -19.576889
18.158333 -0.095162 -0.199006 0.684717 -0.694625 -113.345238 1261.421021 -18.821774
18.166667 -0.094793 -0.199301 0.684219 -0.695082 -112.867790 1260.791748 -18.066692
18.175000 -0.094388 -0.199103 0.685712 -0.693720 -112.868462 1260.373779 -17.194269
18.183333 -0.094602 -0.198976 0.684754 -0.694673 -112.390289 1259.865479 -16.485270
18.191667 -0.093526 -0.199190 0.685313 -0.694207 -112.067642 1259.430176 -15.661437
18.200000 -0.094031 -0.198718 0.684651 -0.694926 -111.603783 1258.914429 -14.974008
18.208333 -0.093913 -0.198584 0.684372 -0.695256 -111.188576 1258.384888 -14.235625
18.216667 -0.093407 -0.199021 0.683995 -0.695570 -110.707443 1257.788818 -13.486468
18.225000 -0.093109 -0.198654 0.684748 -0.694973 -110.463348 1257.344727 -12.654526
18.233333 -0.093157 -0.198525 0.684595 -0.695154 -110.063530 1256.822021 -11.909457
18.241667 -0.092829 -0.198724 0.683942 -0.695783 -109.506844 1256.263184 -11.133442
18.250000 -0.092285 -0.198665 0.685279 -0.694556 -109.356956 1255.800903 -10.298174
18.258333 -0.092682 -0.198400 0.684218 -0.695624 -108.702377 1255.129517 -9.609077
18.266667 -0.092122 -0.198528 0.685135 -0.694760 -108.412834 1254.567383 -8.773560
18.275000 -0.092403 -0.198312 0.684033 -0.695868 -107.801033 1253.815430 -8.097314
18.283333 -0.092157 -0.198372 0.683853 -0.696061 -107.365814 1253.248657 -7.334974
18.291667 -0.091905 -0.198297 0.683874 -0.696094 -106.925423 1252.724121 -6.568540
18.300000 -0.091642 -0.198024 0.683817 -0.696263 -106.428345 1252.211426 -5.812623
18.308333 -0.090781 -0.198471 0.683279 -0.696776 -105.766701 1251.692261 -5.078728
18.316667 -0.090939 -0.197989 0.683566 -0.696612 -105.293945 1251.204224 -4.338254
18.325000 -0.090655 -0.197986 0.683695 -0.696523 -104.778275 1250.668579 -3.614286
18.333333 -0.090054 -0.197656 0.684752 -0.695656 -104.372978 1250.179565 -2.818133
18.341667 -0.090079 -0.197704 0.683779 -0.696595 -103.677628 1249.528687 -2.137678
18.350000 -0.089476 -0.197459 0.683019 -0.697488 -102.992401 1248.901855 -1.378956
18.358333 -0.089496 -0.197556 0.683339 -0.697144 -102.465630 1248.254517 -0.661963
18.366667 -0.088176 -0.196997 0.682643 -0.698151 -101.790977 1247.547119 0.197666
18.375000 -0.088394 -0.197559 0.682791 -0.697820 -101.246544 1246.865356 0.933140
18.383333 -0.088235 -0.197198 0.682669 -0.698062 -100.598587 1246.171265 1.675143
18.391667 -0.088567 -0.197290 0.682927 -0.697742 -99.997757 1245.530151 2.356449
18.400000 -0.088216 -0.197209 0.683224 -0.697519 -99.283836 1244.931641 3.078201
18.408333 -0.087867 -0.196953 0.683192 -0.697666 -98.615753 1244.404907 3.820017
18.416667 -0.086853 -0.196865 0.683782 -0.697239 -97.871338 1243.884766 4.571736
18.425000 -0.085614 -0.196252 0.683011 -0.698320 -96.839073 1243.226807 5.300728
18.433333 -0.084942 -0.196033 0.682661 -0.698806 -95.920280 1242.574707 6.026586
18.441667 -0.084654 -0.195992 0.682145 -0.699356 -95.039513 1241.863525 6.674841
18.450000 -0.080892 -0.194779 0.681608 -0.700663 -94.052422 1241.126953 7.642940
18.458333 -0.080946 -0.194650 0.681793 -0.700512 -93.272209 1240.517944 8.309657
18.466667 -0.079433 -0.194294 0.681451 -0.701117 -92.350929 1239.814575 9.066770
18.475000 -0.080095 -0.194333 0.681584 -0.700902 -91.502716 1239.139038 9.655498
18.483333 -0.079745 -0.194149 0.681716 -0.700864 -90.585396 1238.434326 10.341764
18.491667 -0.078661 -0.193801 0.681203 -0.701581 -89.481400 1237.630371 11.050902
18.500000 -0.079308 -0.194065 0.681208 -0.701430 -88.437668 1236.869385 11.588059
18.508333 -0.078941 -0.194037 0.681002 -0.701680 -87.249115 1236.165283 12.180824
18.516667 -0.077573 -0.193353 0.680780 -0.702236 -85.995445 1235.408203 12.872018
18.525000 -0.077468 -0.193497 0.681116 -0.701882 -84.806580 1234.755005 13.408812
18.533333 -0.077370 -0.193273 0.680944 -0.702121 -83.452850 1234.064941 13.944698
18.541667 -0.075995 -0.192813 0.680774 -0.702563 -82.110992 1233.266724 14.552001
18.550000 -0.076177 -0.192781 0.680892 -0.702438 -80.921844 1232.512695 15.032426
18.558333 -0.075564 -0.192436 0.680929 -0.702563 -79.753250 1231.797852 15.605784
18.566667 -0.075585 -0.192259 0.680687 -0.702844 -78.578705 1231.026123 16.070433
18.575000 -0.075246 -0.192142 0.680684 -0.702915 -77.334015 1230.305420 16.532387
18.583333 -0.074303 -0.191556 0.680672 -0.703186 -76.093254 1229.621338 17.033049
18.591667 -0.073643 -0.191360 0.680520 -0.703456 -74.762192 1228.893311 17.435509
18.600000 -0.073453 -0.191207 0.680225 -0.703803 -73.403465 1228.066650 17.681469
18.608333 -0.072613 -0.191015 0.680290 -0.703880 -72.110085 1227.280396 17.959820
18.616667 -0.071776 -0.190506 0.680183 -0.704206 -70.878479 1226.545044 18.255474
18.625000 -0.071793 -0.190151 0.679939 -0.704536 -69.744583 1225.794312 18.439589
18.633333 -0.070905 -0.189666 0.679794 -0.704896 -68.730881 1225.154419 18.652231
18.641667 -0.070385 -0.189106 0.679595 -0.705292 -67.689186 1224.586426 18.817034
18.650000 -0.069612 -0.188652 0.679582 -0.705502 -66.701256 1224.110962 18.878967
18.658333 -0.069406 -0.188164 0.678797 -0.706407 -65.683594 1223.696777 18.865097
18.666667 -0.068750 -0.187552 0.678535 -0.706886 -64.676559 1223.338135 18.872648
18.675000 -0.067692 -0.186772 0.678525 -0.707204 -63.789940 1223.015015 18.919680
18.683333 -0.066946 -0.186185 0.678663 -0.707298 -62.991150 1222.606201 18.907101
18.691667 -0.066525 -0.185705 0.678535 -0.707586 -62.179966 1222.163818 18.853212
18.700000 -0.065533 -0.185180 0.678596 -0.707758 -61.322025 1221.706909 18.828354
18.708333 -0.064854 -0.184680 0.678163 -0.708366 -60.523479 1221.235962 18.806133
18.716667 -0.064101 -0.184106 0.678486 -0.708274 -59.781029 1220.698486 18.749584
18.725000 -0.063611 -0.183428 0.678197 -0.708771 -59.103512 1220.259644 18.694263
18.733333 -0.062943 -0.182949 0.677993 -0.709150 -58.436474 1219.944336 18.627630
18.741667 -0.062212 -0.182309 0.677674 -0.709684 -57.767368 1219.664185 18.536423
18.750000 -0.061561 -0.181446 0.677420 -0.710204 -57.103462 1219.457886 18.466629
18.758333 -0.060719 -0.180838 0.677301 -0.710545 -56.420658 1219.209961 18.369913
18.766667 -0.060122 -0.180062 0.677390 -0.710708 -55.835537 1218.838989 18.291555
18.775000 -0.059571 -0.179313 0.677251 -0.711076 -55.194775 1218.428467 18.184916
18.783333 -0.059053 -0.179026 0.677155 -0.711283 -54.492825 1217.992065 18.034901
18.791667 -0.058413 -0.178686 0.676868 -0.711694 -53.828148 1217.574097 17.896383
18.800000 -0.057595 -0.178215 0.676862 -0.711885 -53.164528 1217.221069 17.774469
18.808333 -0.056934 -0.177653 0.676629 -0.712300 -52.655025 1216.875244 17.676439
18.816667 -0.056300 -0.176660 0.676483 -0.712735 -52.146725 1216.580811 17.586990
18.825000 -0.055921 -0.175568 0.676373 -0.713140 -51.658928 1216.321045 17.521658
18.833333 -0.055260 -0.174957 0.675999 -0.713696 -51.137390 1216.086670 17.417040
18.841667 -0.054721 -0.173730 0.676087 -0.713954 -50.687595 1215.752563 17.335045
18.850000 -0.054128 -0.173814 0.675717 -0.714329 -50.080479 1215.453125 17.134949
18.858333 -0.053482 -0.173505 0.675497 -0.714660 -49.507378 1215.114136 16.980211
18.866667 -0.053010 -0.172762 0.675036 -0.715311 -48.957310 1214.781738 16.856134
18.875000 -0.052409 -0.171801 0.675318 -0.715320 -48.397717 1214.399536 16.713303
18.883333 -0.053688 -0.171952 0.676263 -0.714296 -48.084034 1214.043701 16.417253
18.891667 -0.053807 -0.171460 0.675931 -0.714719 -47.612091 1213.809204 16.248320
18.900000 -0.051532 -0.170368 0.674930 -0.716092 -46.838284 1213.559082 16.195120
18.908333 -0.052278 -0.169848 0.675214 -0.715894 -46.413586 1213.316406 15.973825
18.916667 -0.052069 -0.169153 0.675338 -0.715957 -45.948612 1213.009155 15.818056
18.925000 -0.051633 -0.168509 0.675058 -0.716404 -45.518631 1212.722412 15.702115
18.933333 -0.050973 -0.167533 0.675382 -0.716375 -45.086288 1212.369995 15.584467
18.941667 -0.050451 -0.166940 0.675575 -0.716369 -44.694607 1212.033569 15.441830
18.950000 -0.050124 -0.166171 0.675461 -0.716678 -44.283688 1211.711914 15.308867
18.958333 -0.049835 -0.164851 0.675466 -0.716998 -43.859310 1211.386475 15.203433
18.966667 -0.049326 -0.164002 0.675485 -0.717210 -43.434219 1211.108643 15.062488
18.975000 -0.048817 -0.164101 0.674853 -0.717817 -42.889683 1210.886719 14.833225
18.983333 -0.048435 -0.163572 0.674215 -0.718563 -42.389111 1210.635864 14.675260
18.991667 -0.048012 -0.162516 0.674192 -0.718853 -41.903343 1210.324585 14.544385
19.000000 -0.047529 -0.161187 0.674293 -0.719089 -41.362770 1210.020752 14.426182
19.008333 -0.047108 -0.160370 0.674335 -0.719260 -40.874863 1209.720337 14.295023
19.016667 -0.046635 -0.159973 0.673859 -0.719825 -40.416897 1209.444824 14.136729
19.025000 -0.046200 -0.158670 0.674066 -0.719948 -40.015636 1209.128418 14.044861
19.033333 -0.045797 -0.158469 0.674513 -0.719599 -39.617531 1208.950806 13.861650
19.041667 -0.045493 -0.157940 0.674570 -0.719681 -39.172806 1208.688232 13.699668
