Format Version,1.23,Take Name,Robot_base_calib,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-10-22 03.23.54.946 PM,Total Frames in Take,324,Total Exported Frames,324,Rotation Type,ZYX,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
172,1.433333,-99.740479,-8.792878,-141.558029,431.086853,1533.637329,-6.770521,0.790038,469.359985,1531.144531,41.376408,0.000000,365.387970,1519.551392,-42.008987,0.000000,463.490631,1483.946777,12.350648,0.889754,389.284271,1559.511841,-38.815247,0.000000,483.881592,1537.921265,12.038934,0.635175,470.252380,1578.338379,2.080784,0.783920,428.413818,1586.050293,-16.771942,0.000000,378.624390,1472.633789,-24.414715,0.000000,-0.002151,-0.168420,0.028479,400.012482,1529.234741,1.608768,0.270701,407.300842,1468.991455,-8.803349,0.930934,423.349579,1601.762207,-2.944751,0.983737,380.930695,1582.538696,-0.300533,0.000000,393.800598,1475.912598,21.099325,0.952839,355.372559,1494.286133,11.542545,0.907019,351.759979,1539.248413,-0.198409,0.000000,342.187561,1542.116699,-18.637774,0.000000,469.511749,1578.677124,1.858812,0.000000,475.898987,1479.578735,10.863041,0.000000,406.992310,1468.990723,-8.771658,423.296478,1601.720947,-2.906650,,,,393.771057,1476.063843,21.166641,355.788239,1494.170654,11.395693,,,,,,,463.242462,1484.288696,12.221703,,,,485.033020,1537.149536,12.528986,469.487305,1578.639648,1.783282,,,,,,,385.622498,1582.314087,0.155121,362.142395,1536.199707,-0.528395,436.418640,1559.528320,-82.572937,459.301941,1565.227051,-18.476486,,,,,,,,,
173,1.441667,-99.674904,-8.728651,-141.377502,431.172791,1533.543579,-6.935469,0.764993,469.292847,1531.084839,41.334488,0.000000,365.612030,1519.371582,-42.395988,0.000000,463.594757,1483.894653,12.262517,0.896804,389.432861,1559.369019,-39.101318,0.000000,483.898895,1537.902344,12.048415,0.638890,470.236572,1578.302979,2.069229,0.783873,428.447174,1585.958008,-16.915291,0.000000,378.867279,1472.465332,-24.785753,0.000000,-0.016082,-0.114089,0.044414,400.002777,1529.224854,1.607764,0.264656,407.266602,1468.982666,-8.828016,0.926169,423.353149,1601.747925,-2.947709,0.977911,380.932098,1582.533936,-0.268615,0.000000,393.796417,1475.898682,21.089367,0.956283,355.363800,1494.284424,11.574146,0.892051,351.750977,1539.250732,-0.150872,0.000000,342.161774,1542.126465,-18.580351,0.000000,469.514221,1578.650391,1.805659,0.000000,475.885956,1479.547852,10.776261,0.000000,406.972290,1468.979614,-8.803964,423.297241,1601.692383,-2.907609,,,,393.775513,1476.057251,21.160114,355.756989,1494.178833,11.430264,,,,,,,463.352448,1484.205200,12.139086,,,,485.024811,1537.137817,12.532473,469.493713,1578.631348,1.773110,,,,,,,385.616486,1582.309082,0.141233,362.140533,1536.200073,-0.530064,436.417450,1559.527100,-82.561134,459.286682,1565.219360,-18.501282,,,,,,,,,
174,1.450000,-99.744408,-8.800712,-141.519470,431.098175,1533.624023,-6.803887,0.785962,469.340912,1531.144531,41.367859,0.000000,365.422028,1519.527222,-42.080410,0.000000,463.491486,1483.939453,12.350059,0.891023,389.314972,1559.489258,-38.881435,0.000000,483.880829,1537.914551,12.037893,0.635009,470.256561,1578.328613,2.061131,0.783084,428.429657,1586.034546,-16.819958,0.000000,378.648895,1472.614380,-24.466169,0.000000,-0.019557,-0.114738,0.055656,400.014465,1529.218018,1.601951,0.270326,407.274811,1468.977417,-8.845566,0.921469,423.369232,1601.740601,-2.939025,0.978997,380.947021,1582.528687,-0.264185,0.000000,393.804626,1475.888550,21.073023,0.954270,355.373260,1494.278320,11.560972,0.885684,351.763306,1539.247314,-0.155266,0.000000,342.174469,1542.126953,-18.584291,0.000000,469.528870,1578.639404,1.810335,0.000000,475.894531,1479.534790,10.761566,0.000000,406.961273,1468.980591,-8.826852,423.315002,1601.690552,-2.898907,,,,393.783875,1476.047729,21.160563,355.786072,1494.159790,11.404037,,,,,,,463.246368,1484.276489,12.222476,,,,485.020386,1537.142700,12.524962,469.500397,1578.634521,1.765372,,,,,,,385.620422,1582.312622,0.153273,362.143951,1536.195801,-0.529379,436.417847,1559.534302,-82.562569,,,,,,,,,,,,
175,1.458333,-99.731407,-8.795294,-141.534409,431.095154,1533.617676,-6.794039,0.797896,469.349823,1531.138672,41.368263,0.000000,365.413269,1519.513428,-42.056870,0.000000,463.502350,1483.936523,12.345406,0.890688,389.299500,1559.479614,-38.858116,0.000000,483.881470,1537.915527,12.035776,0.635468,470.247284,1578.328491,2.067779,0.784693,428.414459,1586.029053,-16.802305,0.000000,378.653137,1472.600708,-24.452192,0.000000,-0.015870,-0.123892,0.050712,400.011688,1529.221924,1.608480,0.263818,407.277557,1468.980835,-8.832676,0.921509,423.362549,1601.745483,-2.935029,0.979607,380.941132,1582.531128,-0.265306,0.000000,393.802185,1475.893555,21.083168,0.957095,355.371124,1494.280151,11.563387,0.888061,351.760162,1539.247803,-0.157311,0.000000,342.174072,1542.125366,-18.588118,0.000000,469.522919,1578.647583,1.823700,0.000000,475.893494,1479.544189,10.784506,0.000000,406.964661,1468.975220,-8.807421,423.307007,1601.701416,-2.894750,,,,393.787994,1476.044800,21.163185,355.777039,1494.173096,11.407614,,,,,,,463.262268,1484.279419,12.218915,,,,485.009857,1537.129395,12.520552,469.499329,1578.638672,1.774479,,,,,,,385.630493,1582.304321,0.146627,362.145416,1536.195068,-0.531495,436.421753,1559.524414,-82.554939,459.264771,1565.208496,-18.535614,,,,,,,,,
176,1.466667,-99.653465,-8.713900,-141.408310,431.171783,1533.533203,-6.909976,0.769936,469.315765,1531.069092,41.340805,0.000000,365.598145,1519.354248,-42.343838,0.000000,463.617523,1483.887207,12.255388,0.898301,389.408813,1559.357422,-39.046894,0.000000,483.905731,1537.900879,12.050056,0.642996,470.226776,1578.300903,2.091299,0.786083,428.425995,1585.950195,-16.870504,0.000000,378.875549,1472.445679,-24.756071,0.000000,-0.014652,-0.083073,0.045531,399.974365,1529.221680,1.645479,0.213359,407.234070,1468.979858,-8.795414,0.938239,423.320435,1601.745361,-2.921208,0.985687,380.901367,1582.530273,-0.219529,0.000000,393.779877,1475.894897,21.129393,0.955411,355.341675,1494.279907,11.635336,0.914453,351.721405,1539.246460,-0.086839,0.000000,342.122131,1542.122070,-18.511066,0.000000,469.484680,1578.648926,1.806716,0.000000,475.863739,1479.546387,10.771922,0.000000,406.988251,1468.981567,-8.770823,423.295319,1601.706177,-2.887914,,,,393.768890,1476.066895,21.175205,355.634918,1494.140869,11.526823,,,,,,,463.380524,1484.194824,12.134396,,,,485.011536,1537.133301,12.526721,469.495544,1578.635498,1.798833,,,,,,,385.628296,1582.304443,0.153184,362.134644,1536.191406,-0.532299,436.413971,1559.526123,-82.547668,459.286682,1565.219360,-18.505096,,,,,,,,,
177,1.475000,-99.711121,-8.783918,-141.552536,431.095001,1533.608032,-6.774599,0.793549,469.363647,1531.128784,41.376583,0.000000,365.407776,1519.492554,-42.022892,0.000000,463.522644,1483.932007,12.343598,0.892006,389.282654,1559.465088,-38.820766,0.000000,483.885193,1537.917358,12.041787,0.635918,470.235870,1578.328613,2.087580,0.784757,428.395538,1586.021118,-16.769104,0.000000,378.666779,1472.579346,-24.433514,0.000000,-0.021674,-0.069210,0.043724,399.965027,1529.230469,1.653522,0.195007,407.214813,1468.987427,-8.787231,0.942812,423.318878,1601.751221,-2.921098,0.986688,380.898102,1582.541382,-0.208549,0.000000,393.768707,1475.905151,21.140615,0.956016,355.330444,1494.294434,11.655279,0.922868,351.712860,1539.261108,-0.067436,0.000000,342.109497,1542.137329,-18.489431,0.000000,469.481415,1578.649170,1.796384,0.000000,475.850525,1479.546143,10.763165,0.000000,406.987183,1468.993164,-8.765340,423.301208,1601.711914,-2.889866,,,,393.766235,1476.075928,21.183111,355.586304,1494.153442,11.555910,,,,,,,463.283051,1484.268921,12.218251,,,,485.011932,1537.131592,12.525350,469.490356,1578.644287,1.794660,,,,,,,385.609192,1582.307007,0.148028,362.130219,1536.189697,-0.535220,436.409607,1559.527588,-82.561493,459.266663,1565.209351,-18.529892,,,,,,,,,
178,1.483333,-99.710953,-8.788771,-141.540100,431.093781,1533.599609,-6.787036,0.790705,469.353058,1531.127441,41.371975,0.000000,365.414001,1519.477417,-42.046581,0.000000,463.519440,1483.927002,12.343492,0.892121,389.286804,1559.451172,-38.844532,0.000000,483.880096,1537.912964,12.039230,0.638545,470.231323,1578.322510,2.077502,0.786362,428.394409,1586.011230,-16.788343,0.000000,378.671234,1472.567017,-24.448977,0.000000,-0.022803,-0.068554,0.051710,399.993286,1529.225098,1.625196,0.233460,407.241791,1468.983398,-8.824039,0.930776,423.348511,1601.745972,-2.939580,0.981691,380.927399,1582.536743,-0.229226,0.000000,393.796173,1475.897217,21.104923,0.961291,355.358154,1494.288574,11.622593,0.904914,351.741302,1539.256958,-0.093814,0.000000,342.137817,1542.135986,-18.515301,0.000000,469.510681,1578.642456,1.774154,0.000000,475.877899,1479.538086,10.727048,0.000000,406.966156,1468.985229,-8.797765,423.303223,1601.700806,-2.903944,,,,393.791687,1476.037476,21.170252,355.699310,1494.187500,11.488199,,,,,,,463.281219,1484.264404,12.218451,,,,484.997650,1537.131470,12.519508,469.490936,1578.634766,1.786603,,,,,,,385.627808,1582.311157,0.154704,362.134949,1536.197876,-0.526041,436.409546,1559.529907,-82.551239,459.274292,1565.209839,-18.518448,,,,,,,,,
179,1.491667,-99.711266,-8.785339,-141.441742,431.130066,1533.582031,-6.863849,0.782737,469.308868,1531.130615,41.360012,0.000000,365.513306,1519.435059,-42.230621,0.000000,463.536224,1483.922241,12.332490,0.893500,389.370453,1559.415649,-38.997501,0.000000,483.883514,1537.913330,12.050208,0.640462,470.241150,1578.317139,2.056346,0.787058,428.434052,1585.990845,-16.881596,0.000000,378.752991,1472.531860,-24.600071,0.000000,-0.032521,-0.020363,0.065801,399.992676,1529.218872,1.613919,0.217468,407.222168,1468.978516,-8.856239,0.932975,423.356354,1601.736938,-2.952638,0.980849,380.934235,1582.534180,-0.211340,0.000000,393.802887,1475.887329,21.085716,0.958761,355.360046,1494.287476,11.640245,0.910750,351.740967,1539.259277,-0.062040,0.000000,342.122437,1542.144531,-18.474730,0.000000,469.518524,1578.624512,1.716583,0.000000,475.876495,1479.516846,10.639714,0.000000,406.954773,1468.968262,-8.840084,423.310150,1601.689209,-2.914419,,,,393.813202,1476.033813,21.160583,355.677124,1494.195801,11.504173,,,,,,,463.298767,1484.253296,12.208007,,,,484.995300,1537.137451,12.530088,469.505341,1578.632202,1.765121,,,,,,,385.615875,1582.305420,0.148743,362.132568,1536.192017,-0.534117,,,,,,,,,,,,,,,
180,1.500000,-99.715050,-8.789227,-141.437149,431.127594,1533.587280,-6.866743,0.785430,469.303070,1531.137695,41.359859,0.000000,365.512451,1519.441040,-42.236748,0.000000,463.529846,1483.927246,12.335739,0.892947,389.371521,1559.420532,-39.005249,0.000000,483.880035,1537.917236,12.050479,0.638833,470.240540,1578.320923,2.052468,0.786082,428.435089,1585.995483,-16.888876,0.000000,378.748413,1472.538574,-24.601561,0.000000,-0.025648,-0.052330,0.048954,399.989532,1529.222900,1.617619,0.217149,407.232117,1468.980225,-8.830776,0.934286,423.347076,1601.742310,-2.957251,0.981403,380.925751,1582.535278,-0.233963,0.000000,393.795288,1475.896118,21.101662,0.960671,355.355499,1494.288940,11.629333,0.911744,351.737549,1539.256958,-0.088208,0.000000,342.128998,1542.135620,-18.507114,0.000000,469.509430,1578.636719,1.744520,0.000000,475.874268,1479.532471,10.700367,0.000000,406.970337,1468.969604,-8.809566,423.301544,1601.696655,-2.920169,,,,393.800812,1476.039185,21.166883,355.671173,1494.198975,11.499405,,,,,,,463.291107,1484.260010,12.210568,,,,484.997955,1537.139648,12.532830,469.500519,1578.635498,1.759809,,,,,,,385.610016,1582.309814,0.153631,362.136200,1536.188354,-0.531048,436.405365,1559.521606,-82.561134,459.270477,1565.196533,-18.507004,,,,,,,,,
181,1.508333,-99.645409,-8.716190,-141.336395,431.187683,1533.516602,-6.962510,0.767596,469.273743,1531.077026,41.335239,0.000000,365.661896,1519.307129,-42.472588,0.000000,463.626495,1483.886108,12.254590,0.892947,389.455322,1559.318970,-39.156593,0.000000,483.897095,1537.906494,12.060566,0.638833,470.216888,1578.299561,2.075179,0.786082,428.436707,1585.930298,-16.939348,0.000000,378.933441,1472.407471,-24.857077,0.000000,-0.014649,-0.042300,0.056537,399.956818,1529.219604,1.646512,0.193851,407.209106,1468.979858,-8.811129,0.934286,423.299652,1601.744141,-2.922842,0.981403,380.882477,1582.528564,-0.194673,0.000000,393.776215,1475.889160,21.124573,0.960671,355.331238,1494.275757,11.661409,0.911744,351.702606,1539.244629,-0.049542,0.000000,342.090240,1542.123901,-18.466383,0.000000,469.467224,1578.646851,1.767791,0.000000,475.852661,1479.542603,10.709401,0.000000,406.972351,1468.986694,-8.791566,423.278290,1601.701416,-2.890470,,,,393.788147,1476.052124,21.178335,355.585083,1494.145386,11.551619,,,,,,,463.388153,1484.185303,12.133850,,,,485.002991,1537.148804,12.537659,469.482819,1578.638428,1.780063,,,,,,,385.611053,1582.317749,0.161022,362.131073,1536.199219,-0.531822,436.404022,1559.524170,-82.571503,,,,,,,,,,,,
182,1.516667,0.073826,-0.238450,0.017338,404.094147,1528.862915,5.394929,0.253867,407.618439,1469.032349,-8.642970,0.000000,423.353058,1601.766724,-3.009784,0.000000,449.983521,1489.703735,21.063202,0.899712,380.938019,1582.470337,-0.424347,0.000000,393.972473,1475.851074,21.102339,0.644266,355.378448,1494.232788,11.559309,0.784819,351.972198,1539.084961,-0.359210,0.000000,469.537048,1578.761475,1.870890,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.986938,1468.991577,-8.775949,,,,,,,,,,,,,,,,423.282928,1601.711182,-2.895407,463.381042,1484.183350,12.135438,,,,485.006836,1537.130371,12.535930,355.702393,1494.194458,11.468172,,,,469.482178,1578.651611,1.782924,385.604065,1582.310425,0.152171,362.114319,1536.191650,-0.531524,436.404694,1559.530518,-82.561371,459.035889,1565.206543,-18.768311,,,,,,,,,
183,1.525000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018956,-0.095518,0.049255,400.004730,1529.221924,1.596917,0.252377,407.262207,1468.980225,-8.846312,0.940586,423.357239,1601.744141,-2.959989,0.985563,380.936127,1582.532104,-0.268772,0.000000,393.802002,1475.894287,21.076023,0.956997,355.367249,1494.282715,11.574812,0.923553,351.752869,1539.250366,-0.145232,0.000000,342.157837,1542.127930,-18.571360,0.000000,469.518707,1578.643921,1.776464,0.000000,475.888397,1479.540405,10.736619,0.000000,406.968964,1468.975830,-8.823037,423.306671,1601.697144,-2.920965,,,,393.787720,1476.050415,21.148655,355.745544,1494.173096,11.431217,,,,,,,463.383270,1484.182617,12.138490,,,,485.012787,1537.124634,12.527884,469.512695,1578.629395,1.758412,,,,,,,385.602234,1582.303101,0.149399,362.120941,1536.192017,-0.528932,436.414886,1559.510620,-82.571503,,,,,,,,,,,,
184,1.533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020246,-0.097173,0.049305,400.008667,1529.216064,1.597857,0.257658,407.265076,1468.974243,-8.845215,0.926447,423.362946,1601.737793,-2.958312,0.980160,380.941315,1582.526733,-0.268337,0.000000,393.804199,1475.888672,21.076735,0.956822,355.370117,1494.277954,11.574431,0.895189,351.757111,1539.245605,-0.145677,0.000000,342.162659,1542.123413,-18.572077,0.000000,469.523743,1578.636475,1.779454,0.000000,475.890930,1479.532837,10.739705,0.000000,406.966217,1468.970093,-8.817911,423.310638,1601.684448,-2.917515,,,,393.799500,1476.049683,21.146814,355.745300,1494.170044,11.427641,,,,,,,463.217407,1484.285278,12.225786,,,,485.023071,1537.144043,12.536883,469.511292,1578.626709,1.755567,,,,,,,385.609802,1582.310547,0.152290,362.120667,1536.185913,-0.529677,436.407684,1559.525269,-82.577705,,,,,,,,,,,,
185,1.541667,-99.758163,-8.794309,-141.500580,431.097626,1533.646240,-6.815092,0.797756,469.323517,1531.156738,41.369518,0.000000,365.430847,1519.563843,-42.114723,0.963698,463.475037,1483.954468,12.347138,0.000000,389.330261,1559.521240,-38.905430,0.000000,483.874664,1537.925781,12.044876,0.927884,470.261475,1578.342896,2.065700,0.915326,428.442474,1586.057739,-16.829189,0.000000,378.642822,1472.647583,-24.498568,0.962249,-0.007196,-0.140683,0.045633,400.017548,1529.227905,1.599434,0.275317,407.295593,1468.986938,-8.834249,0.924967,423.358765,1601.754517,-2.943667,0.978729,380.939484,1582.534058,-0.284669,0.000000,393.810425,1475.900269,21.077030,0.956102,355.379364,1494.280273,11.544357,0.895726,351.765045,1539.246338,-0.181386,0.000000,342.183960,1542.120850,-18.615253,0.000000,469.521210,1578.664185,1.830637,0.000000,475.904175,1479.562500,10.802101,0.000000,406.988617,1468.990112,-8.795619,423.306519,1601.702393,-2.904234,,,,393.791840,1476.061157,21.134247,355.778931,1494.162598,11.400223,,,,,,,463.228210,1484.299072,12.217904,,,,485.027130,1537.144531,12.537986,469.496307,1578.647583,1.766814,,,,,,,385.620544,1582.316406,0.161350,362.128113,1536.201660,-0.526488,436.415680,1559.524902,-82.574486,459.314331,1565.228027,-18.455505,,,,,,,,,
186,1.550000,-99.768433,-8.794696,-141.541153,431.081696,1533.656616,-6.790368,0.803643,469.340149,1531.150757,41.367531,0.000000,365.386475,1519.597046,-42.046204,0.000000,463.458038,1483.953369,12.343926,0.889205,389.299591,1559.547241,-38.848946,0.000000,483.872986,1537.918823,12.033611,0.630748,470.264496,1578.341064,2.068366,0.780959,428.434662,1586.069946,-16.796762,0.000000,378.597137,1472.674927,-24.444422,0.000000,-0.001339,-0.199998,0.031443,400.020813,1529.227051,1.593467,0.295217,407.315765,1468.984253,-8.817747,0.922650,423.359375,1601.755005,-2.943440,0.979086,380.939270,1582.530762,-0.323594,0.000000,393.798920,1475.903687,21.077837,0.957075,355.375885,1494.277222,11.500835,0.889811,351.769135,1539.240112,-0.239785,0.000000,342.206848,1542.109131,-18.684273,0.000000,469.519196,1578.670410,1.884371,0.000000,475.902924,1479.571533,10.886995,0.000000,406.987854,1468.979614,-8.782864,423.300659,1601.704712,-2.900846,,,,393.767761,1476.076294,21.145000,355.822327,1494.152588,11.345148,,,,,,,463.210663,1484.304688,12.213846,,,,485.028809,1537.135498,12.527168,469.496063,1578.641113,1.769639,,,,,,,385.606659,1582.317383,0.156701,362.129517,1536.205078,-0.522852,436.420380,1559.522461,-82.571030,459.313385,1565.240845,-18.447876,,,,,,,,,
187,1.558333,-99.780060,-8.798491,-141.551132,431.076447,1533.662354,-6.776214,0.796733,469.343048,1531.149414,41.374855,0.000000,365.371613,1519.616455,-42.019646,0.000000,463.444824,1483.952271,12.354011,0.887771,389.294495,1559.561279,-38.828159,0.000000,483.872101,1537.913086,12.038052,0.629770,470.271149,1578.338013,2.073815,0.780663,428.439636,1586.075928,-16.784018,0.000000,378.574707,1472.692139,-24.418566,0.000000,-0.002553,-0.179121,0.046373,400.007477,1529.200928,1.590729,0.270553,407.297394,1468.960815,-8.838839,0.917551,423.345856,1601.729614,-2.935780,0.977932,380.926331,1582.505615,-0.305488,0.000000,393.791626,1475.872681,21.063467,0.953045,355.365448,1494.249512,11.505255,0.877757,351.755341,1539.215454,-0.222333,0.000000,342.186401,1542.089478,-18.662584,0.000000,469.506989,1578.642822,1.869196,0.000000,475.891937,1479.541504,10.843667,0.000000,406.984436,1468.977539,-8.808613,423.311310,1601.686523,-2.898429,,,,393.769318,1476.058228,21.130207,355.755096,1494.082642,11.362314,,,,,,,463.194946,1484.304077,12.223029,,,,485.028839,1537.141479,12.530148,469.499939,1578.628784,1.775526,,,,,,,385.604370,1582.313232,0.157207,362.136841,1536.201416,-0.528008,436.426147,1559.514648,-82.581757,459.302917,1565.244141,-18.451691,,,,,,,,,
188,1.566667,-99.707222,-8.736312,-141.384369,431.157715,1533.571655,-6.933084,0.764657,469.283051,1531.096069,41.331837,0.000000,365.583771,1519.433838,-42.382877,0.000000,463.553467,1483.905884,12.265941,0.896124,389.428345,1559.417725,-39.096008,0.000000,483.888977,1537.901733,12.042963,0.637269,470.248779,1578.309326,2.061161,0.783074,428.461212,1585.986450,-16.918394,0.000000,378.814148,1472.521729,-24.769247,0.000000,-0.003073,-0.229248,0.038352,400.036713,1529.219360,1.570020,0.316118,407.335205,1468.977661,-8.844729,0.910430,423.379761,1601.747314,-2.946225,0.977949,380.957794,1582.523926,-0.350355,0.000000,393.803284,1475.893799,21.044781,0.951625,355.385712,1494.269897,11.450380,0.865204,351.786285,1539.234131,-0.286657,0.000000,342.233521,1542.105713,-18.735676,0.000000,469.536438,1578.660645,1.902366,0.000000,475.912567,1479.560669,10.896297,0.000000,406.978546,1468.982544,-8.810878,423.318451,1601.700439,-2.903482,,,,393.763855,1476.064575,21.126923,355.877625,1494.131958,11.277914,,,,,,,463.309418,1484.218384,12.141603,,,,485.022003,1537.137085,12.529403,469.501526,1578.635132,1.763903,,,,,,,385.599701,1582.310913,0.159353,362.118439,1536.194214,-0.537008,436.421326,1559.525391,-82.565071,459.300049,1565.227051,-18.457413,,,,,,,,,
189,1.575000,-99.797417,-8.794288,-141.565445,431.057343,1533.685425,-6.761727,0.805895,469.334198,1531.153931,41.380238,0.000000,365.339600,1519.666016,-41.991615,0.000000,463.413177,1483.962158,12.355358,0.886629,389.276855,1559.602417,-38.801083,0.000000,483.858795,1537.915894,12.040856,0.627494,470.269287,1578.346802,2.084368,0.779018,428.436096,1586.101196,-16.762938,0.000000,378.530731,1472.735107,-24.398937,0.000000,0.001953,-0.224702,0.036171,400.015900,1529.223755,1.582500,0.314291,407.318787,1468.982300,-8.830538,0.914935,423.352203,1601.753418,-2.938359,0.977795,380.932129,1582.526611,-0.338390,0.000000,393.788666,1475.898560,21.059788,0.952666,355.368744,1494.270630,11.467734,0.869818,351.764435,1539.234253,-0.270731,0.000000,342.209930,1542.104248,-18.719103,0.000000,469.511292,1578.671265,1.907449,0.000000,475.896851,1479.572021,10.904650,0.000000,406.981110,1468.983643,-8.788824,423.291260,1601.704224,-2.896514,,,,393.741394,1476.071533,21.120564,355.847595,1494.138550,11.311531,,,,,,,463.162964,1484.316772,12.223976,,,,485.025452,1537.133301,12.537420,469.492584,1578.642944,1.783749,,,,,,,385.597870,1582.299316,0.148028,362.121582,1536.191650,-0.533193,436.416595,1559.526001,-82.576393,459.295288,1565.231812,-18.476486,,,,,,,,,
190,1.583333,-99.794922,-8.794742,-141.590591,431.042236,1533.689819,-6.745015,0.806467,469.339630,1531.154297,41.380356,0.000000,365.309052,1519.674438,-41.947636,0.000000,463.405121,1483.964600,12.354911,0.885692,389.248596,1559.609863,-38.764740,0.000000,483.851837,1537.917969,12.035197,0.628075,470.259003,1578.349731,2.087209,0.779350,428.417938,1586.106323,-16.741640,0.000000,378.506622,1472.741943,-24.363722,0.000000,0.003052,-0.199602,0.037391,399.993896,1529.211670,1.595103,0.283411,407.293396,1468.970581,-8.822415,0.920726,423.326843,1601.741943,-2.934435,0.982565,380.908264,1582.514160,-0.316292,0.000000,393.776245,1475.885742,21.073982,0.949550,355.351715,1494.257446,11.499152,0.885686,351.741425,1539.221313,-0.236776,0.000000,342.178802,1542.091309,-18.680902,0.000000,469.488464,1578.660400,1.890660,0.000000,475.879883,1479.561035,10.882954,0.000000,406.979248,1468.982422,-8.780956,423.289764,1601.697144,-2.895961,,,,393.746338,1476.079224,21.122932,355.754364,1494.089844,11.361837,,,,,,,463.154053,1484.323120,12.222866,,,,485.018280,1537.138672,12.530595,469.480927,1578.639038,1.787426,,,,,,,385.607788,1582.311401,0.151247,362.130768,1536.201050,-0.528276,436.417938,1559.524048,-82.570198,459.311493,1565.238525,-18.453598,,,,,,,,,
191,1.591667,-99.795387,-8.793778,-141.546097,431.053284,1533.688965,-6.772180,0.797808,469.314453,1531.163208,41.382534,0.000000,365.348419,1519.662231,-42.023087,0.000000,463.407166,1483.969604,12.357973,0.886450,389.281128,1559.600708,-38.826572,0.000000,483.848145,1537.925171,12.047628,0.630677,470.258453,1578.354248,2.084715,0.780414,428.430786,1586.104004,-16.776770,0.000000,378.537842,1472.733276,-24.423803,0.000000,0.007645,-0.239091,0.028952,400.013306,1529.229736,1.575001,0.329906,407.324799,1468.987671,-8.828612,0.912132,423.343597,1601.761230,-2.949133,0.975670,380.924744,1582.530518,-0.357396,0.000000,393.786469,1475.906250,21.057442,0.949359,355.367096,1494.273438,11.453424,0.862714,351.761322,1539.235229,-0.291608,0.000000,342.211151,1542.101807,-18.742741,0.000000,469.503723,1578.684082,1.911175,0.000000,475.896820,1479.586670,10.922462,0.000000,406.975220,1468.990356,-8.792281,423.277679,1601.704834,-2.905024,,,,393.733673,1476.088379,21.128624,355.872620,1494.136475,11.288404,,,,,,,463.156036,1484.324341,12.226146,,,,485.008545,1537.155273,12.540817,469.483948,1578.641113,1.785768,,,,,,,385.610748,1582.315063,0.157177,362.127808,1536.205933,-0.527322,,,,,,,,,,,,,,,
