Format Version,1.23,Take Name,Robot_base_calib,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-10-22 03.23.54.946 PM,Total Frames in Take,324,Total Exported Frames,324,Rotation Type,ZYX,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
86,0.716667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005536,-0.090633,0.039996,399.960175,1529.233154,1.665971,0.203922,407.230835,1468.991455,-8.768146,0.942316,423.295319,1601.760010,-2.904646,0.984736,380.878906,1582.538452,-0.206705,0.000000,393.771545,1475.907349,21.154222,0.957270,355.331665,1494.285156,11.653320,0.923131,351.705811,1539.250000,-0.073682,0.000000,342.108551,1542.122314,-18.499460,0.000000,469.462616,1578.671509,1.831601,0.000000,475.856232,1479.570923,10.807226,0.000000,407.002045,1469.001343,-8.739948,423.273529,1601.712524,-2.872989,,,,393.771271,1476.074463,21.190010,355.590576,1494.152344,11.554003,,,,,,,463.289459,1484.273438,12.207858,,,,485.014130,1537.142334,12.539148,469.478577,1578.656982,1.800967,,,,,,,385.612915,1582.309814,0.155240,362.137970,1536.194702,-0.526875,436.401001,1559.527222,-82.581520,,,,,,,,,,,,
87,0.725000,-99.718323,-8.792218,-141.518448,431.104309,1533.608032,-6.801951,0.797225,469.346130,1531.139160,41.371059,0.000000,365.436127,1519.486206,-42.083286,0.000000,463.519592,1483.935547,12.346261,0.889293,389.310669,1559.458740,-38.877579,0.000000,483.884186,1537.920044,12.042686,0.632925,470.241852,1578.329346,2.071128,0.782531,428.412201,1586.018677,-16.810633,0.000000,378.683746,1472.577026,-24.475191,0.000000,-0.010086,-0.056874,0.044609,399.960510,1529.218628,1.632852,0.199174,407.220245,1468.977173,-8.810397,0.940825,423.298706,1601.744141,-2.945669,0.985678,380.882385,1582.525757,-0.224286,0.000000,393.779175,1475.891846,21.120449,0.957367,355.335144,1494.273438,11.643678,0.922139,351.705933,1539.239502,-0.077562,0.000000,342.098053,1542.114258,-18.497446,0.000000,469.466949,1578.651367,1.761515,0.000000,475.858002,1479.549683,10.725388,0.000000,406.984863,1468.981812,-8.785844,423.276428,1601.702393,-2.913354,,,,393.783356,1476.056396,21.165173,355.597260,1494.142578,11.538029,,,,,,,463.274414,1484.281128,12.217618,,,,485.028229,1537.140625,12.532175,469.481934,1578.631470,1.774620,,,,,,,385.624115,1582.312622,0.158846,362.131836,1536.198486,-0.529915,436.418365,1559.514526,-82.574844,,,,,,,,,,,,
88,0.733333,-99.682716,-8.735601,-141.309967,431.197601,1533.533203,-6.989574,0.753122,469.263275,1531.091309,41.324131,0.000000,365.677521,1519.347290,-42.519554,0.000000,463.600037,1483.891724,12.260644,0.897400,389.492889,1559.346680,-39.210640,0.000000,483.902100,1537.900269,12.052405,0.642086,470.249298,1578.297119,2.045065,0.785353,428.481018,1585.944458,-16.989006,0.000000,378.914856,1472.447021,-24.879583,0.000000,-0.021046,-0.086271,0.053621,400.013611,1529.208252,1.576768,0.261389,407.267181,1468.967163,-8.872225,0.923658,423.368011,1601.729980,-2.978377,0.978205,380.946594,1582.519287,-0.281780,0.000000,393.812073,1475.879517,21.052809,0.955277,355.376434,1494.270142,11.559200,0.890682,351.761810,1539.238647,-0.156831,0.000000,342.163910,1542.118042,-18.581190,0.000000,469.529388,1578.627686,1.748865,0.000000,475.896881,1479.523315,10.700436,0.000000,406.962402,1468.963379,-8.853793,423.312073,1601.677124,-2.937362,,,,393.799927,1476.036499,21.137703,355.771545,1494.163696,11.404991,,,,,,,463.357269,1484.198730,12.137092,,,,485.021240,1537.148438,12.534142,469.510468,1578.619995,1.749953,,,,,,,385.615570,1582.313721,0.156522,362.139160,1536.196899,-0.533402,,,,,,,,,,,,,,,
89,0.741667,-99.754417,-8.799717,-141.550552,431.073120,1533.639526,-6.781774,0.799467,469.340546,1531.144897,41.369610,0.000000,365.374878,1519.563477,-42.025314,0.000000,463.463745,1483.944580,12.349797,0.888579,389.279755,1559.519043,-38.834587,0.000000,483.866791,1537.914429,12.032742,0.629606,470.247681,1578.333130,2.067492,0.780219,428.412842,1586.051880,-16.790792,0.000000,378.598907,1472.645264,-24.423080,0.000000,-0.003423,-0.170733,0.042675,400.006714,1529.223999,1.593226,0.285852,407.294189,1468.983032,-8.833523,0.921086,423.345551,1601.752075,-2.941382,0.978233,380.926147,1582.528809,-0.303639,0.000000,393.792877,1475.897095,21.070320,0.954209,355.365601,1494.273926,11.516544,0.880956,351.754486,1539.239258,-0.213418,0.000000,342.182831,1542.112061,-18.652458,0.000000,469.507019,1578.664917,1.858326,0.000000,475.891754,1479.564087,10.838259,0.000000,406.979858,1468.980469,-8.804679,423.287384,1601.701782,-2.900522,,,,393.757050,1476.062378,21.140516,355.801575,1494.155396,11.366129,,,,,,,463.215515,1484.291138,12.220069,,,,485.024872,1537.133301,12.526542,469.478363,1578.635620,1.768256,,,,,,,385.602234,1582.308228,0.142783,362.132599,1536.197998,-0.526518,,,,,,,,,,,,,,,
90,0.750000,-99.768951,-8.788964,-141.582230,431.062683,1533.673828,-6.753166,0.804258,469.353638,1531.152954,41.378120,0.000000,365.341827,1519.629883,-41.967312,0.000000,463.446167,1483.962646,12.348195,0.886977,389.261871,1559.576416,-38.777611,0.000000,483.867310,1537.925781,12.035777,0.628662,470.256866,1578.351685,2.088648,0.779764,428.415100,1586.089722,-16.746286,0.000000,378.558899,1472.702271,-24.384804,0.000000,0.003274,-0.185407,0.026901,399.984467,1529.223022,1.615001,0.258448,407.281616,1468.980103,-8.793295,0.928375,423.316071,1601.752563,-2.933597,0.984997,380.898163,1582.525024,-0.301425,0.000000,393.771820,1475.900635,21.105181,0.952527,355.344879,1494.270386,11.536509,0.897324,351.731537,1539.232056,-0.206757,0.000000,342.164307,1542.098755,-18.649038,0.000000,469.478973,1578.671875,1.884289,0.000000,475.872894,1479.574463,10.893142,0.000000,406.998627,1468.992798,-8.750319,423.287292,1601.712646,-2.899116,,,,393.741852,1476.085083,21.139093,355.702881,1494.107178,11.418819,,,,,,,463.196655,1484.316284,12.217354,,,,485.029877,1537.144531,12.530237,469.483032,1578.647705,1.789300,,,,,,,385.611694,1582.315186,0.151396,362.130341,1536.197021,-0.532627,436.424896,1559.519897,-82.594276,459.304810,1565.229370,-18.466949,,,,,,,,,
91,0.758333,-99.789169,-8.801929,-141.574127,431.057892,1533.682007,-6.760159,0.809299,469.343231,1531.160278,41.375549,0.000000,365.335876,1519.650879,-41.977360,0.000000,463.423004,1483.964722,12.356676,0.886977,389.268829,1559.590454,-38.795135,0.000000,483.862030,1537.920898,12.032970,0.628662,470.265991,1578.348999,2.074520,0.779764,428.428650,1586.096313,-16.766474,0.000000,378.535675,1472.723511,-24.381966,0.000000,-0.003627,-0.156720,0.040360,399.974854,1529.225830,1.608409,0.253361,407.259552,1468.984497,-8.817689,0.928375,423.312836,1601.753540,-2.934836,0.984997,380.894012,1582.530640,-0.285942,0.000000,393.765564,1475.899658,21.089176,0.952527,355.336029,1494.276245,11.544056,0.897324,351.722198,1539.241089,-0.186838,0.000000,342.146088,1542.113281,-18.623652,0.000000,469.475403,1578.666504,1.854514,0.000000,475.861969,1479.565918,10.836890,0.000000,406.977997,1468.984253,-8.783698,423.279266,1601.710327,-2.897203,,,,393.741943,1476.090332,21.133244,355.691895,1494.123291,11.421680,,,,,,,463.171692,1484.325195,12.224155,,,,485.031128,1537.139893,12.529969,469.486084,1578.637817,1.773924,,,,,,,385.610535,1582.309448,0.153065,362.141785,1536.198486,-0.527024,436.411865,1559.524536,-82.578423,459.063538,1565.221802,-18.751144,,,,,,,,,
92,0.766667,-99.723145,-8.738432,-141.361984,431.154388,1533.583496,-6.942823,0.768711,469.261108,1531.104614,41.336624,0.000000,365.590668,1519.456543,-42.415741,0.000000,463.532135,1483.912720,12.273380,0.885251,389.442719,1559.435547,-39.123997,0.000000,483.879517,1537.904175,12.052534,0.627188,470.251892,1578.313599,2.061517,0.778919,428.473083,1585.997925,-16.934469,0.000000,378.804169,1472.543335,-24.792389,0.000000,0.004906,-0.212857,0.028890,400.014099,1529.218628,1.574682,0.306393,407.317932,1468.976318,-8.832209,0.929103,423.345795,1601.749023,-2.960220,0.983385,380.927216,1582.520264,-0.349038,0.000000,393.793640,1475.895508,21.060034,0.950734,355.370758,1494.264526,11.473589,0.898446,351.761749,1539.226440,-0.269846,0.000000,342.203278,1542.093506,-18.716610,0.000000,469.507050,1578.669678,1.878980,0.000000,475.899506,1479.571899,10.887455,0.000000,406.981049,1468.976929,-8.795619,423.285797,1601.701294,-2.918540,,,,393.751556,1476.064941,21.128756,355.841400,1494.134277,11.314631,,,,,,,463.283051,1484.232422,12.146252,,,,485.029327,1537.142944,12.544841,469.491180,1578.629395,1.760678,,,,,,,385.611267,1582.311523,0.152886,362.136200,1536.199219,-0.533253,,,,,,,,,,,,,,,
93,0.775000,-99.723404,-8.732524,-141.387985,431.142914,1533.584106,-6.926796,0.761508,469.269989,1531.093872,41.336014,0.000000,365.563080,1519.468140,-42.374359,0.000000,463.525146,1483.907593,12.266836,0.893812,389.419495,1559.444824,-39.085659,0.000000,483.876404,1537.897461,12.046925,0.633954,470.247528,1578.309692,2.068868,0.780783,428.461212,1586.000610,-16.908001,0.000000,378.780670,1472.551025,-24.764944,0.000000,-0.006149,-0.199854,0.039214,400.016388,1529.222656,1.579706,0.297114,407.306274,1468.980713,-8.839696,0.915283,423.360992,1601.749268,-2.947422,0.978170,380.939331,1582.528198,-0.330078,0.000000,393.790100,1475.897217,21.056858,0.953104,355.368591,1494.275269,11.482445,0.871617,351.765564,1539.239990,-0.252068,0.000000,342.203461,1542.112183,-18.696140,0.000000,469.518890,1578.660156,1.877143,0.000000,475.894318,1479.559692,10.866307,0.000000,406.974792,1468.974487,-8.807421,423.302338,1601.700073,-2.904110,,,,393.757263,1476.075195,21.127861,355.821136,1494.145996,11.324406,,,,,,,463.279022,1484.220581,12.141729,,,,485.013184,1537.138672,12.533754,469.496613,1578.630493,1.771107,,,,,,,385.614807,1582.308228,0.157028,362.126953,1536.192261,-0.532448,436.412872,1559.523071,-82.577469,459.285736,1565.221802,-18.486023,,,,,,,,,
94,0.783333,-99.806633,-8.810204,-141.573013,431.040863,1533.691650,-6.754504,0.796561,469.325714,1531.165405,41.381359,0.000000,365.314392,1519.675415,-41.969296,0.000000,463.391052,1483.967407,12.369395,0.895647,389.259430,1559.608032,-38.793026,0.000000,483.846405,1537.917358,12.037720,0.637285,470.262482,1578.348145,2.073457,0.782706,428.427368,1586.105225,-16.768435,0.000000,378.500122,1472.746338,-24.367142,0.000000,0.005241,-0.243797,0.027907,400.020386,1529.220581,1.573278,0.324386,407.330200,1468.978027,-8.828638,0.916721,423.354095,1601.750977,-2.950265,0.978006,380.934235,1582.522095,-0.361660,0.000000,393.789703,1475.897705,21.056183,0.951370,355.371887,1494.266357,11.448674,0.875884,351.769012,1539.228027,-0.297477,0.000000,342.220459,1542.094849,-18.749449,0.000000,469.512878,1578.671875,1.914257,0.000000,475.901031,1479.574463,10.927876,0.000000,406.971100,1468.984009,-8.792758,423.292175,1601.698853,-2.906337,,,,393.749237,1476.078125,21.134623,355.868591,1494.123047,11.276722,,,,,,,463.138611,1484.318359,12.237689,,,,485.014069,1537.145996,12.533129,469.484039,1578.640015,1.772914,,,,,,,385.621979,1582.313843,0.158966,362.138641,1536.199463,-0.528812,436.402466,1559.518555,-82.569122,459.274292,1565.212280,-18.508911,,,,,,,,,
95,0.791667,-99.814125,-8.803845,-141.505859,431.072937,1533.686279,-6.805783,0.812568,469.302063,1531.166016,41.374683,0.000000,365.388092,1519.663696,-42.095581,0.000000,463.403381,1483.965332,12.360008,0.887016,389.327454,1559.597900,-38.895042,0.000000,483.856445,1537.916138,12.047322,0.628855,470.282104,1578.345459,2.063747,0.779001,428.468536,1586.098877,-16.827354,0.000000,378.555664,1472.736938,-24.474007,0.000000,-0.003380,-0.209322,0.040675,400.030975,1529.216431,1.561241,0.332042,407.325500,1468.975098,-8.858493,0.909769,423.372803,1601.744263,-2.960181,0.976985,380.951630,1582.521240,-0.350337,0.000000,393.804047,1475.890137,21.036011,0.949772,355.383209,1494.266602,11.455710,0.863803,351.779968,1539.231567,-0.278251,0.000000,342.220764,1542.103760,-18.723829,0.000000,469.531036,1578.657227,1.871421,0.000000,475.909790,1479.556885,10.859115,0.000000,406.951080,1468.976685,-8.820415,423.307404,1601.691528,-2.913713,,,,393.771454,1476.074219,21.119080,355.892670,1494.125000,11.273146,,,,,,,463.154053,1484.334351,12.226570,,,,485.013611,1537.137939,12.541712,469.507660,1578.623779,1.765303,,,,,,,385.619385,1582.318970,0.155240,362.149109,1536.200562,-0.517517,436.402985,1559.525391,-82.560303,,,,,,,,,,,,
96,0.800000,-99.715950,-8.729312,-141.396912,431.141357,1533.593018,-6.917379,0.766625,469.275543,1531.102905,41.339806,0.000000,365.557983,1519.473022,-42.356758,0.000000,463.531586,1483.918457,12.267610,0.883761,389.410583,1559.451904,-39.068203,0.000000,483.877106,1537.910400,12.049188,0.630115,470.242462,1578.322021,2.076354,0.781152,428.452667,1586.010010,-16.893944,0.000000,378.783051,1472.555786,-24.753035,0.000000,-0.004294,-0.181063,0.046321,399.998566,1529.211060,1.595108,0.279652,407.287018,1468.970703,-8.834159,0.905907,423.339294,1601.739014,-2.930677,0.975985,380.919128,1582.516357,-0.301806,0.000000,393.780396,1475.883057,21.067686,0.948862,355.355133,1494.260986,11.508154,0.860153,351.746796,1539.227173,-0.219599,0.000000,342.178558,1542.101440,-18.660179,0.000000,469.499573,1578.650879,1.875884,0.000000,475.881226,1479.549438,10.850664,0.000000,406.970673,1468.985107,-8.795619,423.305115,1601.697754,-2.893029,,,,393.751099,1476.075073,21.122334,355.756042,1494.087158,11.368752,,,,,,,463.289154,1484.234619,12.143437,,,,485.002655,1537.145508,12.532801,469.499146,1578.644409,1.781147,,,,,,,385.620758,1582.318359,0.168324,362.130219,1536.203003,-0.523329,436.409302,1559.532227,-82.548141,459.290497,1565.224609,-18.480301,,,,,,,,,
97,0.808333,-99.769211,-8.794465,-141.542923,431.060638,1533.663696,-6.781138,0.792135,469.320465,1531.156738,41.375618,0.000000,365.364136,1519.605591,-42.035164,0.000000,463.436676,1483.959717,12.351746,0.895674,389.278076,1559.555298,-38.838245,0.000000,483.852570,1537.924805,12.041321,0.638928,470.244568,1578.347412,2.076850,0.784421,428.414276,1586.077393,-16.786974,0.000000,378.574463,1472.683228,-24.434206,0.000000,0.000510,-0.221353,0.036640,400.015381,1529.225952,1.588320,0.316851,407.316193,1468.984375,-8.825638,0.920246,423.353241,1601.755127,-2.933310,0.983631,380.932831,1582.529297,-0.331019,0.000000,393.787964,1475.900635,21.065538,0.949547,355.367889,1494.273926,11.475877,0.885325,351.764069,1539.237671,-0.262009,0.000000,342.208557,1542.107910,-18.709801,0.000000,469.512054,1578.671631,1.909613,0.000000,475.895599,1479.572144,10.905629,0.000000,406.971527,1468.993896,-8.791685,423.293457,1601.703491,-2.891697,,,,393.740784,1476.074707,21.140635,355.853333,1494.133057,11.312485,,,,,,,463.190308,1484.302856,12.223097,,,,484.998352,1537.149780,12.530327,469.483124,1578.649292,1.780245,,,,,,,385.617523,1582.308838,0.163853,362.134277,1536.203369,-0.525653,436.399811,1559.522949,-82.562088,,,,,,,,,,,,
98,0.816667,-99.691002,-8.732346,-141.311951,431.182220,1533.543335,-6.985507,0.758676,469.248688,1531.092773,41.327118,0.000000,365.659119,1519.369385,-42.514771,0.000000,463.577667,1483.895752,12.260852,0.898152,389.480591,1559.364990,-39.203960,0.000000,483.887787,1537.901245,12.055457,0.642884,470.240845,1578.300781,2.050948,0.785265,428.473236,1585.955444,-16.981632,0.000000,378.889862,1472.466064,-24.878017,0.000000,-0.021850,-0.124561,0.055458,400.021881,1529.216919,1.572582,0.283318,407.281616,1468.975952,-8.873477,0.917720,423.380341,1601.738403,-2.964647,0.978460,380.956879,1582.528198,-0.297011,0.000000,393.806610,1475.887573,21.042776,0.953187,355.377563,1494.278931,11.524070,0.879369,351.771423,1539.248047,-0.192943,0.000000,342.185883,1542.128052,-18.623621,0.000000,469.538239,1578.635376,1.792708,0.000000,475.898376,1479.530518,10.745380,0.000000,406.953339,1468.973877,-8.849978,423.322510,1601.690430,-2.922585,,,,393.782806,1476.052002,21.128994,355.815186,1494.158081,11.360645,,,,,,,463.336761,1484.200562,12.138270,,,,485.001312,1537.146362,12.535662,469.504211,1578.629639,1.755875,,,,,,,385.615906,1582.315674,0.165284,362.133606,1536.197632,-0.528842,436.407104,1559.531982,-82.551125,,,,,,,,,,,,
99,0.825000,-99.772034,-8.811523,-141.453644,431.105255,1533.633667,-6.850820,0.795348,469.294861,1531.160645,41.363400,0.000000,365.463196,1519.543701,-42.193382,0.000000,463.462524,1483.946411,12.357118,0.888929,389.364899,1559.499634,-38.983555,0.000000,483.868713,1537.915161,12.046704,0.636352,470.267700,1578.329712,2.039850,0.784795,428.463684,1586.041260,-16.889608,0.000000,378.656525,1472.633423,-24.547029,0.000000,-0.022818,-0.075318,0.067277,399.999939,1529.196411,1.584419,0.243090,407.249695,1468.957520,-8.880321,0.924490,423.355713,1601.718384,-2.957898,0.984968,380.934235,1582.508423,-0.257774,0.000000,393.800537,1475.863159,21.048929,0.951743,355.363617,1494.257080,11.567051,0.896110,351.748169,1539.228638,-0.137567,0.000000,342.146820,1542.112671,-18.559404,0.000000,469.517303,1578.613647,1.755015,0.000000,475.883484,1479.506958,10.681742,0.000000,406.948456,1468.966309,-8.860230,423.324432,1601.682495,-2.921145,,,,393.792603,1476.039307,21.127645,355.721008,1494.101196,11.423349,,,,,,,463.219727,1484.295532,12.228263,,,,484.999695,1537.140381,12.533039,469.515015,1578.625977,1.745487,,,,,,,385.613678,1582.317261,0.156164,362.140411,1536.203247,-0.524342,,,,,,,,,,,,,,,
100,0.833333,-99.750328,-8.792247,-141.496429,431.097015,1533.637695,-6.814851,0.793735,469.319580,1531.152710,41.372627,0.000000,365.434998,1519.546265,-42.119850,0.000000,463.480286,1483.950195,12.348700,0.889942,389.328278,1559.507080,-38.907787,0.000000,483.871979,1537.924438,12.049258,0.636340,470.253571,1578.339966,2.069984,0.784763,428.434845,1586.048950,-16.827927,0.000000,378.652588,1472.631592,-24.503771,0.000000,-0.009460,-0.165586,0.035231,400.017822,1529.228271,1.604714,0.285383,407.298004,1468.985352,-8.814864,0.921185,423.363922,1601.753296,-2.941414,0.978429,380.942688,1582.534912,-0.297362,0.000000,393.800079,1475.904541,21.089296,0.953863,355.373932,1494.284302,11.536585,0.883279,351.766479,1539.248291,-0.198896,0.000000,342.193512,1542.119995,-18.637451,0.000000,469.523407,1578.661865,1.857147,0.000000,475.898468,1479.561523,10.849382,0.000000,406.984314,1468.987793,-8.783340,423.309143,1601.700439,-2.900878,,,,393.769409,1476.073975,21.155796,355.798492,1494.159058,11.388063,,,,,,,463.238129,1484.294922,12.221025,,,,485.001923,1537.147339,12.534290,469.502716,1578.641846,1.776222,,,,,,,385.628296,1582.314331,0.157893,362.127686,1536.200195,-0.521928,436.416229,1559.529907,-82.536575,,,,,,,,,,,,
101,0.841667,-99.673782,-8.713818,-141.353668,431.180359,1533.543823,-6.950979,0.768919,469.278931,1531.079346,41.335640,0.000000,365.636719,1519.373047,-42.443565,0.000000,463.597839,1483.894043,12.252326,0.898944,389.452728,1559.371704,-39.130764,0.000000,483.897583,1537.903442,12.057389,0.642027,470.236389,1578.304810,2.079588,0.783882,428.454865,1585.959961,-16.922274,0.000000,378.887909,1472.464600,-24.836111,0.000000,-0.003342,-0.141905,0.036625,399.984192,1529.224121,1.618803,0.240705,407.266479,1468.982056,-8.805253,0.928012,423.320648,1601.751831,-2.935203,0.985998,380.902588,1582.528687,-0.274088,0.000000,393.780212,1475.899170,21.104649,0.953766,355.348114,1494.275146,11.568271,0.901442,351.731018,1539.239136,-0.164620,0.000000,342.150116,1542.110107,-18.599146,0.000000,469.484558,1578.665161,1.843716,0.000000,475.873932,1479.565308,10.830896,0.000000,406.980682,1468.994141,-8.772016,423.294617,1601.716187,-2.900734,,,,393.768616,1476.076172,21.157288,355.685699,1494.115845,11.441469,,,,,,,463.357971,1484.195801,12.130816,,,,485.011353,1537.142212,12.537271,469.497864,1578.642578,1.783369,,,,,,,385.612762,1582.312256,0.153840,362.126251,1536.193237,-0.530213,436.411377,1559.532349,-82.549095,459.279053,1565.222290,-18.491745,,,,,,,,,
102,0.850000,-99.744720,-8.797693,-141.500397,431.097992,1533.616821,-6.816247,0.791964,469.324799,1531.139160,41.368248,0.000000,365.434265,1519.516846,-42.114601,0.000000,463.487213,1483.933716,12.348680,0.890742,389.324310,1559.480103,-38.907818,0.000000,483.874176,1537.909790,12.043105,0.635461,470.251373,1578.323242,2.061646,0.784077,428.430450,1586.026978,-16.833405,0.000000,378.657410,1472.604614,-24.495777,0.000000,-0.014538,-0.138983,0.048558,400.012573,1529.216675,1.600684,0.268905,407.282593,1468.975464,-8.836289,0.921766,423.362946,1601.740601,-2.939406,0.980153,380.941284,1582.525391,-0.280132,0.000000,393.799194,1475.888794,21.075745,0.955724,355.370209,1494.274170,11.545148,0.886253,351.761292,1539.241455,-0.178193,0.000000,342.180023,1542.118042,-18.611629,0.000000,469.522583,1578.644043,1.832350,0.000000,475.893097,1479.541016,10.798566,0.000000,406.970856,1468.970581,-8.809328,423.309509,1601.697510,-2.899464,,,,393.775909,1476.047852,21.150146,355.782990,1494.156982,11.393785,,,,,,,463.244720,1484.274292,12.221424,,,,485.007233,1537.131348,12.529284,469.499664,1578.630005,1.766980,,,,,,,385.608032,1582.304810,0.145853,362.115479,1536.191040,-0.538498,436.421997,1559.536255,-82.541946,459.058777,1565.210815,-18.754959,313.208710,654.635071,12.839198,,,,,,
103,0.858333,-99.655388,-8.721026,-141.359573,431.188232,1533.514038,-6.958546,0.771577,469.293457,1531.066284,41.323685,0.000000,365.644562,1519.319458,-42.441628,0.000000,463.623230,1483.876221,12.246113,0.900278,389.448792,1559.325684,-39.136002,0.000000,483.906433,1537.891724,12.042931,0.643887,470.231689,1578.287842,2.062477,0.783734,428.445526,1585.928223,-16.935110,0.000000,378.912262,1472.416870,-24.830776,0.000000,-0.022046,-0.051850,0.057048,399.981232,1529.208130,1.617797,0.200586,407.227478,1468.967529,-8.839170,0.936993,423.334137,1601.729736,-2.947024,0.986355,380.914063,1582.519653,-0.226095,0.000000,393.790497,1475.878418,21.094357,0.955653,355.349457,1494.270142,11.624947,0.918323,351.728577,1539.239502,-0.086211,0.000000,342.119690,1542.120117,-18.504629,0.000000,469.497986,1578.626343,1.751099,0.000000,475.869141,1479.521362,10.692894,0.000000,406.976349,1468.969116,-8.818150,423.311615,1601.693237,-2.913251,,,,393.800262,1476.046143,21.151264,355.622772,1494.134155,11.508465,,,,,,,463.384705,1484.172485,12.125828,,,,485.013611,1537.133057,12.520134,469.495270,1578.631714,1.766250,,,,,,,385.596222,1582.302856,0.149935,362.118866,1536.190308,-0.533998,436.421143,1559.524658,-82.561729,459.282867,1565.219849,-18.503189,,,,,,,,,
104,0.866667,-99.737495,-8.787724,-141.525238,431.087311,1533.628052,-6.793811,0.798317,469.333191,1531.140869,41.375050,0.000000,365.410553,1519.532837,-42.069805,0.000000,463.487030,1483.942261,12.346263,0.890228,389.299500,1559.496582,-38.862656,0.000000,483.870636,1537.919678,12.045852,0.632586,470.241547,1578.334717,2.079611,0.782552,428.412689,1586.040771,-16.797129,0.000000,378.643463,1472.617188,-24.467625,0.000000,-0.013498,-0.087177,0.042965,399.975128,1529.221313,1.632106,0.218311,407.236786,1468.979126,-8.805570,0.937620,423.320068,1601.745239,-2.936159,0.984231,380.901154,1582.529541,-0.236656,0.000000,393.780304,1475.895264,21.117968,0.954786,355.342377,1494.279053,11.620336,0.915096,351.722076,1539.244995,-0.104117,0.000000,342.124084,1542.119751,-18.529163,0.000000,469.484436,1578.649902,1.796106,0.000000,475.864838,1479.547974,10.766210,0.000000,406.988800,1468.984985,-8.778572,423.294220,1601.698853,-2.902089,,,,393.775146,1476.070679,21.161924,355.632080,1494.139771,11.510611,,,,,,,463.243652,1484.284790,12.218694,,,,485.012177,1537.133911,12.535154,469.484802,1578.644653,1.783272,,,,,,,385.606049,1582.310059,0.149399,362.124908,1536.194458,-0.533372,436.416382,1559.515991,-82.587364,459.285736,1565.215088,-18.501282,,,,,,,,,
105,0.875000,-99.716202,-8.785593,-141.491058,431.105957,1533.609863,-6.821808,0.804489,469.324707,1531.143433,41.369667,0.000000,365.456482,1519.482056,-42.135475,0.000000,463.517456,1483.940186,12.340425,0.889013,389.325012,1559.457031,-38.916824,0.000000,483.876221,1537.927002,12.048579,0.631865,470.234283,1578.335205,2.071786,0.782561,428.412964,1586.020630,-16.830006,0.000000,378.700745,1472.573486,-24.522570,0.000000,-0.003740,-0.149416,0.030251,399.998108,1529.229248,1.621031,0.260112,407.281311,1468.986084,-8.795365,0.927802,423.335663,1601.756226,-2.937984,0.979378,380.917145,1582.533813,-0.280290,0.000000,393.791168,1475.906616,21.112000,0.959260,355.360474,1494.281616,11.568533,0.897280,351.745239,1539.244385,-0.169831,0.000000,342.166809,1542.113403,-18.605923,0.000000,469.498779,1578.669800,1.849554,0.000000,475.886292,1479.570923,10.848597,0.000000,406.995422,1468.978760,-8.755207,423.283020,1601.706055,-2.899092,,,,393.773560,1476.062134,21.157209,355.736023,1494.179565,11.436701,,,,,,,463.274048,1484.288574,12.211910,,,,485.019043,1537.138672,12.539416,469.475922,1578.640625,1.774969,,,,,,,385.614838,1582.305664,0.148565,362.134155,1536.199707,-0.529587,436.420258,1559.512573,-82.583069,459.332458,1565.246094,-18.434525,313.208405,654.623047,12.868762,,,,,,
