Format Version,1.23,Take Name,robot-base,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-12-09 02.03.26.882 PM,Total Frames in Take,172,Total Exported Frames,172,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,robot-base,robot-base,robot-base,robot-base,robot-base,robot-base,robot-base
,ID,"9CE1C4A6B62B11EFF407FFEBDF282EAC","9CE1C4A6B62B11EFF407FFEBDF282EAC","9CE1C4A6B62B11EFF407FFEBDF282EAC","9CE1C4A6B62B11EFF407FFEBDF282EAC","9CE1C4A6B62B11EFF407FFEBDF282EAC","9CE1C4A6B62B11EFF407FFEBDF282EAC","9CE1C4A6B62B11EFF407FFEBDF282EAC"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
149,1.241667,0.504497,0.494362,0.498453,-0.502626,-143.074036,912.758118,-619.803650
150,1.250000,0.504547,0.494475,0.498335,-0.502582,-143.090363,912.755249,-619.818909
151,1.258333,0.504491,0.494362,0.498460,-0.502626,-143.071945,912.756531,-619.802246
152,1.266667,0.504612,0.494680,0.498149,-0.502499,-143.105240,912.744446,-619.820923
153,1.275000,0.504475,0.494368,0.498462,-0.502634,-143.069107,912.761841,-619.803223
154,1.283333,0.504554,0.494484,0.498325,-0.502576,-143.091507,912.754272,-619.816345
155,1.291667,0.504552,0.494478,0.498330,-0.502579,-143.090576,912.752258,-619.818237
156,1.300000,0.504544,0.494480,0.498335,-0.502580,-143.087891,912.751221,-619.817078
157,1.308333,0.504492,0.494362,0.498464,-0.502620,-143.067596,912.755310,-619.800415
158,1.316667,0.504555,0.494483,0.498328,-0.502573,-143.091385,912.747986,-619.814270
159,1.325000,0.504544,0.494477,0.498335,-0.502584,-143.086395,912.755920,-619.814453
160,1.333333,0.504552,0.494498,0.498321,-0.502569,-143.085526,912.750183,-619.816406
161,1.341667,0.504534,0.494468,0.498340,-0.502597,-143.091904,912.756104,-619.818604
162,1.350000,0.504530,0.494501,0.498329,-0.502580,-143.085510,912.748596,-619.818359
163,1.358333,0.504530,0.494479,0.498341,-0.502590,-143.091522,912.755432,-619.818115
164,1.366667,0.504538,0.494493,0.498327,-0.502582,-143.088226,912.754028,-619.818665
165,1.375000,0.504538,0.494489,0.498319,-0.502593,-143.087357,912.751770,-619.819214
166,1.383333,0.504526,0.494491,0.498330,-0.502593,-143.086395,912.754700,-619.818359
167,1.391667,0.504533,0.494483,0.498332,-0.502592,-143.085938,912.758362,-619.820007
168,1.400000,0.504621,0.494684,0.498149,-0.502487,-143.098679,912.749084,-619.819702
169,1.408333,0.504538,0.494477,0.498328,-0.502596,-143.087067,912.759583,-619.817505
170,1.416667,0.504540,0.494480,0.498330,-0.502590,-143.083405,912.755127,-619.817322
171,1.425000,0.504486,0.494370,0.498451,-0.502632,-143.069931,912.759399,-619.803772
