Format Version,1.23,Take Name,setup1_cold_train,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-01-29 11.56.26.170 AM,Total Frames in Take,17289,Total Exported Frames,17289,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,camera,camera,camera,camera,camera,camera,camera
,ID,"AEBE393BDD8411EFF707FFEBDF2833AC","AEBE393BDD8411EFF707FFEBDF2833AC","AEBE393BDD8411EFF707FFEBDF2833AC","AEBE393BDD8411EFF707FFEBDF2833AC","AEBE393BDD8411EFF707FFEBDF2833AC","AEBE393BDD8411EFF707FFEBDF2833AC","AEBE393BDD8411EFF707FFEBDF2833AC"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
194,1.616667,-0.329605,-0.448141,0.487277,-0.673120,65.382187,1238.909912,-448.148438
195,1.625000,-0.329878,-0.448478,0.487578,-0.672544,65.290405,1238.923706,-448.156860
196,1.633333,-0.329593,-0.448156,0.487275,-0.673118,65.386688,1238.907349,-448.149872
197,1.641667,-0.329592,-0.448155,0.487272,-0.673121,65.386719,1238.912842,-448.150513
198,1.650000,-0.329598,-0.448145,0.487277,-0.673121,65.383690,1238.911499,-448.152252
199,1.658333,-0.329583,-0.448156,0.487274,-0.673123,65.386559,1238.914795,-448.152802
200,1.666667,-0.329571,-0.448134,0.487275,-0.673144,65.387009,1238.911987,-448.153076
201,1.675000,-0.329593,-0.448149,0.487281,-0.673119,65.385864,1238.914551,-448.154663
202,1.683333,-0.329589,-0.448158,0.487281,-0.673114,65.389389,1238.913208,-448.151855
203,1.691667,-0.329849,-0.448478,0.487587,-0.672551,65.293625,1238.927490,-448.162537
204,1.700000,-0.329599,-0.448131,0.487281,-0.673128,65.385483,1238.918457,-448.152527
205,1.708333,-0.329851,-0.448470,0.487592,-0.672552,65.293007,1238.928345,-448.160980
206,1.716667,-0.329577,-0.448131,0.487282,-0.673137,65.385979,1238.917480,-448.151886
207,1.725000,-0.329588,-0.448145,0.487264,-0.673136,65.387611,1238.915649,-448.153992
208,1.733333,-0.329593,-0.448151,0.487268,-0.673127,65.387665,1238.910889,-448.150574
209,1.741667,-0.329584,-0.448138,0.487292,-0.673122,65.384521,1238.914551,-448.147644
210,1.750000,-0.329600,-0.448147,0.487286,-0.673112,65.388580,1238.913696,-448.149689
211,1.758333,-0.329601,-0.448155,0.487275,-0.673115,65.387398,1238.913208,-448.149628
212,1.766667,-0.329602,-0.448163,0.487269,-0.673113,65.388115,1238.912842,-448.148438
213,1.775000,-0.329836,-0.448477,0.487612,-0.672541,65.288071,1238.922607,-448.151459
214,1.783333,-0.329612,-0.448158,0.487268,-0.673113,65.384422,1238.910889,-448.147614
215,1.791667,-0.329604,-0.448140,0.487271,-0.673126,65.387611,1238.911987,-448.146454
216,1.800000,-0.329597,-0.448133,0.487280,-0.673128,65.384972,1238.909424,-448.144531
217,1.808333,-0.329611,-0.448122,0.487283,-0.673126,65.381554,1238.909912,-448.144623
218,1.816667,-0.329628,-0.448142,0.487273,-0.673112,65.381836,1238.910767,-448.143219
219,1.825000,-0.329612,-0.448139,0.487270,-0.673124,65.383179,1238.906128,-448.142792
220,1.833333,-0.329843,-0.448461,0.487598,-0.672558,65.286163,1238.918213,-448.145996
221,1.841667,-0.329607,-0.448136,0.487275,-0.673124,65.384750,1238.908936,-448.137848
222,1.850000,-0.329602,-0.448125,0.487270,-0.673138,65.383842,1238.906250,-448.139954
223,1.858333,-0.329614,-0.448142,0.487266,-0.673123,65.384735,1238.907227,-448.138519
224,1.866667,-0.329603,-0.448138,0.487260,-0.673136,65.385796,1238.901978,-448.139160
225,1.875000,-0.329607,-0.448151,0.487265,-0.673121,65.384048,1238.901855,-448.138214
226,1.883333,-0.329618,-0.448120,0.487275,-0.673129,65.387894,1238.903198,-448.138428
