Format Version,1.23,Take Name,2-cold-tt,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-02-12 04.04.34.463 PM,Total Frames in Take,9386,Total Exported Frames,9386,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,camera,camera,camera,camera,camera,camera,camera
,ID,"AEBE393BDD8411EFF707FFEBDF2833AC","AEBE393BDD8411EFF707FFEBDF2833AC","AEBE393BDD8411EFF707FFEBDF2833AC","AEBE393BDD8411EFF707FFEBDF2833AC","AEBE393BDD8411EFF707FFEBDF2833AC","AEBE393BDD8411EFF707FFEBDF2833AC","AEBE393BDD8411EFF707FFEBDF2833AC"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),qX,qY,qZ,qW,X,Y,Z
122,1.016667,-0.361132,-0.349539,0.622928,-0.599471,203.436371,1361.874268,-638.307251
123,1.025000,-0.361157,-0.349547,0.622920,-0.599460,203.433121,1361.873047,-638.309204
124,1.033333,-0.361172,-0.349551,0.622911,-0.599459,203.430969,1361.870728,-638.309998
125,1.041667,-0.361153,-0.349550,0.622916,-0.599466,203.434891,1361.871460,-638.309753
126,1.050000,-0.361134,-0.349544,0.622921,-0.599475,203.438232,1361.872925,-638.309021
127,1.058333,-0.361162,-0.349549,0.622910,-0.599467,203.434631,1361.871460,-638.309937
128,1.066667,-0.361178,-0.349557,0.622900,-0.599464,203.433014,1361.869263,-638.311707
129,1.075000,-0.361154,-0.349551,0.622908,-0.599473,203.436218,1361.870850,-638.310669
130,1.083333,-0.361136,-0.349550,0.622913,-0.599479,203.439621,1361.872070,-638.310303
131,1.091667,-0.361116,-0.349550,0.622921,-0.599483,203.442459,1361.873169,-638.309692
132,1.100000,-0.361141,-0.349560,0.622912,-0.599470,203.438339,1361.871704,-638.311340
133,1.108333,-0.361161,-0.349565,0.622908,-0.599460,203.434738,1361.870483,-638.312195
134,1.116667,-0.361145,-0.349567,0.622917,-0.599460,203.437317,1361.873047,-638.311829
135,1.125000,-0.361165,-0.349576,0.622910,-0.599450,203.433853,1361.872192,-638.313232
136,1.133333,-0.361140,-0.349570,0.622919,-0.599458,203.437119,1361.873779,-638.311768
137,1.141667,-0.361160,-0.349577,0.622912,-0.599450,203.434006,1361.872437,-638.313293
138,1.150000,-0.361175,-0.349580,0.622902,-0.599450,203.431442,1361.869873,-638.314209
139,1.158333,-0.361187,-0.349581,0.622896,-0.599447,203.428925,1361.867798,-638.314453
140,1.166667,-0.361163,-0.349579,0.622905,-0.599454,203.432724,1361.869873,-638.313416
141,1.175000,-0.361183,-0.349582,0.622901,-0.599445,203.429382,1361.868896,-638.314575
142,1.183333,-0.361200,-0.349585,0.622895,-0.599439,203.426697,1361.867310,-638.315979
143,1.191667,-0.361176,-0.349584,0.622901,-0.599448,203.431030,1361.869141,-638.315552
144,1.200000,-0.361160,-0.349579,0.622910,-0.599451,203.433289,1361.870972,-638.315247
145,1.208333,-0.361136,-0.349570,0.622921,-0.599459,203.436111,1361.872925,-638.313904
146,1.216667,-0.360596,-0.349019,0.623506,-0.599497,203.371353,1361.854126,-638.343811
147,1.225000,-0.360623,-0.349052,0.623461,-0.599508,203.374985,1361.858154,-638.341309
148,1.233333,-0.360685,-0.349092,0.623402,-0.599508,203.373199,1361.858643,-638.340515
149,1.241667,-0.360744,-0.349133,0.623347,-0.599507,203.371765,1361.858887,-638.340271
150,1.250000,-0.360797,-0.349170,0.623293,-0.599510,203.370529,1361.859741,-638.339661
151,1.258333,-0.360690,-0.349123,0.623441,-0.599447,203.372650,1361.854370,-638.346313
152,1.266667,-0.360748,-0.349161,0.623380,-0.599454,203.371613,1361.855835,-638.344849
153,1.275000,-0.360801,-0.349196,0.623326,-0.599458,203.370346,1361.857422,-638.343567
154,1.283333,-0.360849,-0.349226,0.623278,-0.599461,203.368637,1361.858276,-638.343079
155,1.291667,-0.360741,-0.349176,0.623425,-0.599403,203.370697,1361.853027,-638.350159
156,1.300000,-0.360758,-0.349206,0.623381,-0.599420,203.374847,1361.857666,-638.348755
157,1.308333,-0.360809,-0.349234,0.623327,-0.599429,203.372910,1361.859375,-638.347290
158,1.316667,-0.360820,-0.349260,0.623293,-0.599443,203.377213,1361.864014,-638.345947
159,1.325000,-0.360767,-0.349218,0.623410,-0.599378,203.373016,1361.855103,-638.352966
160,1.333333,-0.360781,-0.349248,0.623368,-0.599396,203.377335,1361.859619,-638.351501
161,1.341667,-0.360832,-0.349277,0.623313,-0.599405,203.375519,1361.859863,-638.350952
162,1.350000,-0.360881,-0.349306,0.623262,-0.599412,203.373535,1361.860596,-638.350281
163,1.358333,-0.360825,-0.349257,0.623382,-0.599349,203.369507,1361.851929,-638.356018
164,1.366667,-0.360873,-0.349291,0.623325,-0.599361,203.368698,1361.853394,-638.355530
165,1.375000,-0.360916,-0.349321,0.623269,-0.599374,203.367935,1361.855713,-638.353943
166,1.383333,-0.360961,-0.349353,0.623220,-0.599381,203.367020,1361.856201,-638.353455
167,1.391667,-0.360995,-0.349371,0.623176,-0.599395,203.366547,1361.857178,-638.351563
168,1.400000,-0.361029,-0.349392,0.623137,-0.599403,203.365265,1361.857666,-638.350403
169,1.408333,-0.360961,-0.349337,0.623273,-0.599335,203.361557,1361.848022,-638.356995
170,1.416667,-0.361001,-0.349363,0.623223,-0.599347,203.361420,1361.849487,-638.356018
171,1.425000,-0.361034,-0.349383,0.623180,-0.599360,203.360901,1361.851440,-638.354309
172,1.433333,-0.360914,-0.349324,0.623333,-0.599308,203.363480,1361.846558,-638.359924
173,1.441667,-0.360956,-0.349347,0.623278,-0.599326,203.362915,1361.848633,-638.356934
174,1.450000,-0.361000,-0.349374,0.623227,-0.599338,203.361908,1361.850586,-638.355652
175,1.458333,-0.360947,-0.349318,0.623353,-0.599271,203.357803,1361.843018,-638.361145
176,1.466667,-0.360991,-0.349342,0.623296,-0.599289,203.357315,1361.845215,-638.359192
177,1.475000,-0.361031,-0.349365,0.623243,-0.599307,203.357193,1361.848145,-638.356689
178,1.483333,-0.361069,-0.349383,0.623197,-0.599322,203.356583,1361.849365,-638.354736
179,1.491667,-0.361001,-0.349325,0.623321,-0.599267,203.354248,1361.841431,-638.360107
180,1.500000,-0.361003,-0.349341,0.623283,-0.599296,203.359421,1361.846680,-638.356567
181,1.508333,-0.361013,-0.349355,0.623248,-0.599318,203.363327,1361.852295,-638.354309
182,1.516667,-0.361015,-0.349369,0.623216,-0.599342,203.367386,1361.856934,-638.352112
183,1.525000,-0.360954,-0.349317,0.623342,-0.599279,203.363815,1361.847412,-638.359009
184,1.533333,-0.360997,-0.349337,0.623284,-0.599301,203.363113,1361.849121,-638.355713
185,1.541667,-0.361047,-0.349361,0.623233,-0.599310,203.361038,1361.850098,-638.354187
186,1.550000,-0.360995,-0.349306,0.623349,-0.599253,203.356934,1361.842285,-638.358948
187,1.558333,-0.361007,-0.349326,0.623304,-0.599281,203.361771,1361.847778,-638.355164
188,1.566667,-0.361014,-0.349341,0.623266,-0.599308,203.365372,1361.853638,-638.351196
189,1.575000,-0.360952,-0.349288,0.623382,-0.599254,203.362198,1361.844849,-638.355896
